URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
118438,886,2434,State-funded primary,521,262,259,50.29,49.71,37,7.10,62,11.90,19,502,0,3.60,96.4,0,263,273,478,57.11
118442,887,2439,State-funded primary,180,77,103,42.78,57.22,0,0.00,15,8.33,20,160,0,11.10,88.9,0,18,18,180,10.00
118449,886,2454,State-funded primary,105,44,61,41.90,58.10,3,2.86,16,15.24,5,100,0,4.80,95.2,0,59,62,105,59.05
118453,886,2459,State-funded primary,269,129,140,47.96,52.04,5,1.86,11,4.09,28,241,0,10.40,89.6,0,12,14,269,5.20
118456,886,2465,State-funded primary,436,205,231,47.02,52.98,10,2.29,10,2.29,120,316,0,27.50,72.5,0,11,13,436,2.98
118459,886,2471,State-funded primary,535,243,292,45.42,54.58,149,27.85,13,2.43,18,515,2,3.40,96.3,0.4,177,186,535,34.77
118461,886,2474,State-funded primary,254,131,123,51.57,48.43,3,1.18,31,12.20,76,178,0,29.90,70.1,0,73,73,254,28.74
118465,886,2482,State-funded primary,403,198,205,49.13,50.87,6,1.49,30,7.44,17,386,0,4.20,95.8,0,17,17,403,4.22
118468,886,2490,State-funded primary,235,109,126,46.38,53.62,12,5.11,20,8.51,28,206,1,11.90,87.7,0.4,29,29,201,14.43
118472,887,2494,State-funded primary,574,294,280,51.22,48.78,7,1.22,97,16.90,19,555,0,3.30,96.7,0,77,86,574,14.98
118477,887,2506,State-funded primary,246,120,126,48.78,51.22,2,0.81,38,15.45,21,225,0,8.50,91.5,0,39,43,246,17.48
118479,886,2509,State-funded primary,368,193,175,52.45,47.55,4,1.09,45,12.23,65,303,0,17.70,82.3,0,67,74,368,20.11
118480,886,2510,State-funded primary,393,186,207,47.33,52.67,6,1.53,91,23.16,121,272,0,30.80,69.2,0,98,104,393,26.46
118484,886,2514,State-funded primary,177,95,82,53.67,46.33,3,1.69,14,7.91,8,169,0,4.50,95.5,0,40,40,177,22.60
118487,886,2519,State-funded primary,158,65,93,41.14,58.86,4,2.53,9,5.70,2,155,1,1.30,98.1,0.6,20,20,158,12.66
118488,886,2520,State-funded primary,643,304,339,47.28,52.72,12,1.87,35,5.44,72,570,1,11.20,88.6,0.2,52,58,643,9.02
118490,886,2524,State-funded primary,184,100,84,54.35,45.65,5,2.72,22,11.96,7,177,0,3.80,96.2,0,52,53,184,28.80
118491,886,2525,State-funded primary,391,198,193,50.64,49.36,3,0.77,59,15.09,84,306,1,21.50,78.3,0.3,82,87,391,22.25
118493,886,2530,State-funded primary,587,299,288,50.94,49.06,5,0.85,60,10.22,7,579,1,1.20,98.6,0.2,44,48,587,8.18
118495,886,2532,State-funded primary,200,91,109,45.50,54.50,3,1.50,17,8.50,8,192,0,4.00,96,0,16,17,200,8.50
118501,886,2539,State-funded primary,206,93,113,45.15,54.85,3,1.46,3,1.46,11,195,0,5.30,94.7,0,10,11,206,5.34
118505,886,2545,State-funded primary,419,210,209,50.12,49.88,7,1.67,35,8.35,21,398,0,5.00,95,0,49,51,419,12.17
118509,887,2549,State-funded primary,651,325,326,49.92,50.08,5,0.77,99,15.21,24,627,0,3.70,96.3,0,84,92,622,14.79
118511,886,2552,State-funded primary,419,192,227,45.82,54.18,1,0.24,47,11.22,33,385,1,7.90,91.9,0.2,20,21,419,5.01
118515,886,2559,State-funded primary,188,84,104,44.68,55.32,3,1.60,37,19.68,0,185,3,0.00,98.4,1.6,29,36,188,19.15
118516,886,2562,State-funded primary,205,105,100,51.22,48.78,6,2.93,20,9.76,10,195,0,4.90,95.1,0,39,39,205,19.02
118523,886,2574,State-funded primary,256,123,133,48.05,51.95,1,0.39,37,14.45,18,238,0,7.00,93,0,52,53,256,20.70
118524,886,2578,State-funded primary,132,56,76,42.42,57.58,3,2.27,19,14.39,7,124,1,5.30,93.9,0.8,19,20,132,15.15
118526,886,2586,State-funded primary,208,95,113,45.67,54.33,6,2.88,20,9.62,26,182,0,12.50,87.5,0,64,67,208,32.21
118534,886,2603,State-funded primary,419,194,225,46.30,53.70,30,7.16,71,16.95,39,380,0,9.30,90.7,0,158,167,419,39.86
118536,886,2607,State-funded primary,131,68,63,51.91,48.09,5,3.82,21,16.03,37,94,0,28.20,71.8,0,86,93,131,70.99
118541,886,2615,State-funded primary,203,112,91,55.17,44.83,5,2.46,44,21.67,30,173,0,14.80,85.2,0,29,37,203,18.23
118548,886,2627,State-funded primary,212,104,108,49.06,50.94,3,1.42,28,13.21,10,202,0,4.70,95.3,0,51,51,212,24.06
118551,886,2632,State-funded primary,604,284,320,47.02,52.98,13,2.15,59,9.77,103,501,0,17.10,82.9,0,79,80,604,13.25
118555,887,2638,State-funded primary,267,126,141,47.19,52.81,0,0.00,36,13.48,8,259,0,3.00,97,0,12,12,267,4.49
118558,886,2643,State-funded primary,586,264,322,45.05,54.95,14,2.39,55,9.39,10,574,2,1.70,98,0.3,95,105,586,17.92
118563,886,2648,State-funded primary,359,176,183,49.03,50.97,9,2.51,62,17.27,28,330,1,7.80,91.9,0.3,139,149,359,41.50
118566,886,2651,State-funded primary,156,88,68,56.41,43.59,9,5.77,24,15.38,53,102,1,34.00,65.4,0.6,53,55,156,35.26
118568,886,2653,State-funded primary,497,245,252,49.30,50.70,5,1.01,73,14.69,157,340,0,31.60,68.4,0,104,110,451,24.39
118575,886,2662,State-funded primary,137,81,56,59.12,40.88,0,0.00,34,24.82,14,123,0,10.20,89.8,0,68,70,115,60.87
118576,887,2665,State-funded primary,90,45,45,50.00,50.00,2,2.22,18,20.00,17,73,0,18.90,81.1,0,26,26,90,28.89
118583,886,2672,State-funded primary,424,197,227,46.46,53.54,9,2.12,27,6.37,27,396,1,6.40,93.4,0.2,101,104,424,24.53
118585,886,2674,State-funded primary,444,211,233,47.52,52.48,17,3.83,25,5.63,90,348,6,20.30,78.4,1.4,212,221,379,58.31
118590,886,3010,State-funded primary,110,59,51,53.64,46.36,2,1.82,12,10.91,5,105,0,4.50,95.5,0,11,12,110,10.91
118592,886,3015,State-funded primary,103,50,53,48.54,51.46,2,1.94,13,12.62,1,102,0,1.00,99,0,6,6,103,5.83
118595,886,3020,State-funded primary,97,39,58,40.21,59.79,1,1.03,8,8.25,2,95,0,2.10,97.9,0,6,8,97,8.25
118597,886,3022,State-funded primary,204,112,92,54.90,45.10,5,2.45,8,3.92,1,203,0,0.50,99.5,0,19,21,204,10.29
118598,886,3023,State-funded primary,207,90,117,43.48,56.52,3,1.45,7,3.38,27,180,0,13.00,87,0,10,10,207,4.83
118600,886,3027,State-funded primary,201,105,96,52.24,47.76,2,1.00,21,10.45,15,186,0,7.50,92.5,0,69,71,201,35.32
118601,886,3029,State-funded primary,211,102,109,48.34,51.66,5,2.37,8,3.79,8,203,0,3.80,96.2,0,24,25,211,11.85
118602,886,3032,State-funded primary,193,88,105,45.60,54.40,2,1.04,22,11.40,12,181,0,6.20,93.8,0,75,77,193,39.90
118603,886,3033,State-funded primary,195,94,101,48.21,51.79,4,2.05,19,9.74,8,187,0,4.10,95.9,0,9,12,195,6.15
118604,886,3034,State-funded primary,201,108,93,53.73,46.27,1,0.50,27,13.43,9,190,2,4.50,94.5,1,20,21,201,10.45
118605,886,3035,State-funded primary,392,205,187,52.30,47.70,8,2.04,65,16.58,18,374,0,4.60,95.4,0,82,86,350,24.57
118606,886,3037,State-funded primary,206,106,100,51.46,48.54,3,1.46,17,8.25,30,176,0,14.60,85.4,0,18,19,206,9.22
118607,886,3042,State-funded primary,210,105,105,50.00,50.00,0,0.00,13,6.19,8,202,0,3.80,96.2,0,12,12,210,5.71
118608,886,3043,State-funded primary,63,25,38,39.68,60.32,3,4.76,22,34.92,1,62,0,1.60,98.4,0,18,20,63,31.75
118611,886,3050,State-funded primary,633,308,325,48.66,51.34,11,1.74,33,5.21,129,500,4,20.40,79,0.6,74,76,633,12.01
118613,886,3052,State-funded primary,360,171,189,47.50,52.50,7,1.94,32,8.89,83,277,0,23.10,76.9,0,88,90,360,25.00
118614,886,3053,State-funded primary,210,101,109,48.10,51.90,2,0.95,9,4.29,44,165,1,21.00,78.6,0.5,27,29,210,13.81
118615,886,3054,State-funded primary,137,62,75,45.26,54.74,1,0.73,11,8.03,3,134,0,2.20,97.8,0,1,1,137,0.73
118616,886,3055,State-funded primary,205,106,99,51.71,48.29,2,0.98,39,19.02,9,196,0,4.40,95.6,0,56,57,205,27.80
118617,886,3057,State-funded primary,178,89,89,50.00,50.00,2,1.12,14,7.87,10,168,0,5.60,94.4,0,25,27,178,15.17
118619,886,3061,State-funded primary,124,51,73,41.13,58.87,0,0.00,28,22.58,13,111,0,10.50,89.5,0,10,11,124,8.87
118620,886,3062,State-funded primary,155,72,83,46.45,53.55,2,1.29,24,15.48,12,143,0,7.70,92.3,0,13,16,155,10.32
118622,886,3067,State-funded primary,267,146,121,54.68,45.32,2,0.75,20,7.49,14,253,0,5.20,94.8,0,42,43,267,16.10
118623,886,3069,State-funded primary,70,35,35,50.00,50.00,3,4.29,15,21.43,4,64,2,5.70,91.4,2.9,20,21,70,30.00
118625,886,3072,State-funded primary,178,89,89,50.00,50.00,4,2.25,30,16.85,53,125,0,29.80,70.2,0,27,28,178,15.73
118626,886,3073,State-funded primary,120,61,59,50.83,49.17,1,0.83,15,12.50,39,81,0,32.50,67.5,0,22,22,120,18.33
118629,886,3081,State-funded primary,270,137,133,50.74,49.26,1,0.37,10,3.70,31,238,1,11.50,88.1,0.4,8,11,270,4.07
118630,886,3082,State-funded primary,86,44,42,51.16,48.84,1,1.16,14,16.28,16,70,0,18.60,81.4,0,4,6,86,6.98
118631,886,3083,State-funded primary,61,37,24,60.66,39.34,0,0.00,23,37.70,0,61,0,0.00,100,0,35,35,61,57.38
118632,886,3084,State-funded primary,174,93,81,53.45,46.55,1,0.57,20,11.49,9,165,0,5.20,94.8,0,30,30,174,17.24
118634,886,3088,State-funded primary,415,221,194,53.25,46.75,12,2.89,45,10.84,11,404,0,2.70,97.3,0,63,74,415,17.83
118635,886,3089,State-funded primary,202,94,108,46.53,53.47,1,0.50,28,13.86,5,197,0,2.50,97.5,0,39,42,202,20.79
118636,886,3090,State-funded primary,123,67,56,54.47,45.53,1,0.81,13,10.57,4,119,0,3.30,96.7,0,4,4,123,3.25
118637,886,3091,State-funded primary,77,37,40,48.05,51.95,2,2.60,11,14.29,11,66,0,14.30,85.7,0,16,19,77,24.68
118638,886,3092,State-funded primary,171,85,86,49.71,50.29,1,0.58,13,7.60,4,167,0,2.30,97.7,0,20,20,171,11.70
118641,887,3096,State-funded primary,207,97,110,46.86,53.14,4,1.93,15,7.25,5,202,0,2.40,97.6,0,37,40,207,19.32
118643,887,3102,State-funded primary,89,52,37,58.43,41.57,0,0.00,13,14.61,20,69,0,22.50,77.5,0,24,24,89,26.97
118646,886,3108,State-funded primary,203,100,103,49.26,50.74,10,4.93,34,16.75,10,193,0,4.90,95.1,0,68,69,203,33.99
118647,886,3109,State-funded primary,203,106,97,52.22,47.78,7,3.45,18,8.87,1,202,0,0.50,99.5,0,17,20,203,9.85
118649,886,3111,State-funded primary,196,88,108,44.90,55.10,5,2.55,36,18.37,5,190,1,2.60,96.9,0.5,73,77,196,39.29
118651,886,3117,State-funded primary,206,105,101,50.97,49.03,3,1.46,27,13.11,18,185,3,8.70,89.8,1.5,64,68,206,33.01
118653,886,3120,State-funded primary,210,110,100,52.38,47.62,5,2.38,17,8.10,21,189,0,10.00,90,0,20,22,210,10.48
118654,886,3122,State-funded primary,407,211,196,51.84,48.16,2,0.49,64,15.72,68,338,1,16.70,83,0.2,11,11,407,2.70
118655,886,3123,State-funded primary,99,47,52,47.47,52.53,6,6.06,13,13.13,0,99,0,0.00,100,0,12,16,99,16.16
118657,886,3126,State-funded primary,103,60,43,58.25,41.75,3,2.91,14,13.59,17,86,0,16.50,83.5,0,31,31,103,30.10
118659,886,3129,State-funded primary,188,89,99,47.34,52.66,6,3.19,24,12.77,13,174,1,6.90,92.6,0.5,32,32,145,22.07
118660,886,3130,State-funded primary,130,67,63,51.54,48.46,1,0.77,18,13.85,23,107,0,17.70,82.3,0,13,14,130,10.77
118662,886,3134,State-funded primary,99,47,52,47.47,52.53,3,3.03,7,7.07,1,98,0,1.00,99,0,13,15,99,15.15
118663,886,3136,State-funded primary,104,52,52,50.00,50.00,1,0.96,4,3.85,6,98,0,5.80,94.2,0,12,12,104,11.54
118664,886,3137,State-funded primary,88,40,48,45.45,54.55,1,1.14,19,21.59,1,87,0,1.10,98.9,0,11,14,88,15.91
118665,886,3138,State-funded primary,87,51,36,58.62,41.38,1,1.15,17,19.54,6,81,0,6.90,93.1,0,24,24,87,27.59
118666,886,3139,State-funded primary,100,54,46,54.00,46.00,1,1.00,7,7.00,0,100,0,0.00,100,0,16,17,100,17.00
118672,886,3145,State-funded primary,163,71,92,43.56,56.44,3,1.84,14,8.59,1,162,0,0.60,99.4,0,41,42,163,25.77
118673,886,3146,State-funded primary,74,32,42,43.24,56.76,1,1.35,3,4.05,5,69,0,6.80,93.2,0,5,5,74,6.76
118675,886,3149,State-funded primary,208,113,95,54.33,45.67,4,1.92,18,8.65,17,191,0,8.20,91.8,0,40,43,208,20.67
118676,886,3150,State-funded primary,101,53,48,52.48,47.52,1,0.99,24,23.76,9,91,1,8.90,90.1,1,43,46,101,45.54
118678,886,3153,State-funded primary,106,57,49,53.77,46.23,2,1.89,12,11.32,2,104,0,1.90,98.1,0,13,14,106,13.21
118679,886,3154,State-funded primary,200,99,101,49.50,50.50,4,2.00,20,10.00,11,189,0,5.50,94.5,0,13,14,200,7.00
118680,886,3155,State-funded primary,200,93,107,46.50,53.50,1,0.50,21,10.50,1,199,0,0.50,99.5,0,15,15,200,7.50
118681,886,3158,State-funded primary,80,36,44,45.00,55.00,0,0.00,10,12.50,3,77,0,3.80,96.3,0,17,17,80,21.25
118682,886,3159,State-funded primary,106,51,55,48.11,51.89,2,1.89,10,9.43,5,101,0,4.70,95.3,0,9,10,106,9.43
118683,886,3160,State-funded primary,101,44,57,43.56,56.44,3,2.97,11,10.89,0,101,0,0.00,100,0,9,9,101,8.91
118685,886,3167,State-funded primary,179,87,92,48.60,51.40,5,2.79,19,10.61,3,175,1,1.70,97.8,0.6,39,40,179,22.35
118686,886,3168,State-funded primary,48,26,22,54.17,45.83,5,10.42,6,12.50,0,48,0,0.00,100,0,5,7,48,14.58
118687,886,3169,State-funded primary,154,73,81,47.40,52.60,0,0.00,23,14.94,85,69,0,55.20,44.8,0,18,18,154,11.69
118688,886,3171,State-funded primary,46,28,18,60.87,39.13,3,6.52,7,15.22,0,46,0,0.00,100,0,21,21,46,45.65
118691,886,3175,State-funded primary,204,104,100,50.98,49.02,2,0.98,15,7.35,16,188,0,7.80,92.2,0,16,16,204,7.84
118693,886,3178,State-funded primary,471,228,243,48.41,51.59,10,2.12,68,14.44,22,449,0,4.70,95.3,0,106,108,471,22.93
118694,886,3179,State-funded primary,392,195,197,49.74,50.26,10,2.55,57,14.54,102,289,1,26.00,73.7,0.3,220,231,392,58.93
118695,886,3181,State-funded primary,366,175,191,47.81,52.19,5,1.37,27,7.38,15,351,0,4.10,95.9,0,97,105,366,28.69
118696,886,3182,State-funded primary,387,163,224,42.12,57.88,12,3.10,61,15.76,12,375,0,3.10,96.9,0,82,88,387,22.74
118697,886,3183,State-funded primary,105,56,49,53.33,46.67,5,4.76,10,9.52,4,101,0,3.80,96.2,0,20,23,105,21.90
118698,886,3186,State-funded primary,191,99,92,51.83,48.17,5,2.62,15,7.85,5,186,0,2.60,97.4,0,21,23,191,12.04
118701,886,3198,State-funded primary,100,58,42,58.00,42.00,3,3.00,9,9.00,3,97,0,3.00,97,0,17,22,100,22.00
118702,886,3199,State-funded primary,186,83,103,44.62,55.38,4,2.15,28,15.05,3,183,0,1.60,98.4,0,35,36,186,19.35
118704,886,3201,State-funded primary,81,41,40,50.62,49.38,2,2.47,15,18.52,3,78,0,3.70,96.3,0,4,4,81,4.94
118705,886,3282,State-funded primary,200,104,96,52.00,48.00,11,5.50,17,8.50,6,194,0,3.00,97,0,39,39,200,19.50
118706,886,3284,State-funded primary,406,212,194,52.22,47.78,5,1.23,33,8.13,37,368,1,9.10,90.6,0.2,38,42,405,10.37
118707,886,3289,State-funded primary,210,101,109,48.10,51.90,5,2.38,22,10.48,89,121,0,42.40,57.6,0,44,45,210,21.43
118709,886,3294,State-funded primary,353,173,180,49.01,50.99,2,0.57,57,16.15,46,307,0,13.00,87,0,141,143,353,40.51
118710,886,3295,State-funded primary,313,138,175,44.09,55.91,13,4.15,24,7.67,10,303,0,3.20,96.8,0,21,21,271,7.75
118711,886,3296,State-funded primary,334,165,169,49.40,50.60,38,11.38,33,9.88,12,321,1,3.60,96.1,0.3,110,115,334,34.43
118712,886,3297,State-funded primary,604,294,310,48.68,51.32,5,0.83,68,11.26,76,528,0,12.60,87.4,0,107,110,604,18.21
118713,886,3303,State-funded primary,172,80,92,46.51,53.49,5,2.91,18,10.47,6,166,0,3.50,96.5,0,10,11,172,6.40
118715,886,3307,State-funded primary,186,97,89,52.15,47.85,4,2.15,24,12.90,11,175,0,5.90,94.1,0,7,10,186,5.38
118716,886,3308,State-funded primary,113,60,53,53.10,46.90,2,1.77,1,0.88,4,109,0,3.50,96.5,0,4,4,113,3.54
118717,886,3309,State-funded primary,171,86,85,50.29,49.71,3,1.75,7,4.09,6,165,0,3.50,96.5,0,21,22,171,12.87
118718,886,3312,State-funded primary,159,89,70,55.97,44.03,3,1.89,35,22.01,2,157,0,1.30,98.7,0,25,27,159,16.98
118720,886,3314,State-funded primary,88,47,41,53.41,46.59,3,3.41,18,20.45,3,85,0,3.40,96.6,0,12,14,88,15.91
118721,886,3317,State-funded primary,420,215,205,51.19,48.81,5,1.19,27,6.43,47,373,0,11.20,88.8,0,18,19,420,4.52
118722,886,3318,State-funded primary,148,70,78,47.30,52.70,1,0.68,15,10.14,1,147,0,0.70,99.3,0,10,10,148,6.76
118724,886,3320,State-funded primary,198,106,92,53.54,46.46,1,0.51,15,7.58,83,115,0,41.90,58.1,0,67,69,198,34.85
118725,886,3322,State-funded primary,630,327,303,51.90,48.10,7,1.11,46,7.30,203,426,1,32.20,67.6,0.2,40,43,630,6.83
118726,886,3323,State-funded primary,102,59,43,57.84,42.16,1,0.98,22,21.57,10,92,0,9.80,90.2,0,13,13,102,12.75
118728,886,3325,State-funded primary,160,82,78,51.25,48.75,4,2.50,18,11.25,5,155,0,3.10,96.9,0,19,22,160,13.75
118730,886,3328,State-funded primary,251,107,144,42.63,57.37,7,2.79,15,5.98,20,231,0,8.00,92,0,31,35,210,16.67
118734,886,3332,State-funded primary,95,40,55,42.11,57.89,5,5.26,18,18.95,1,94,0,1.10,98.9,0,11,11,95,11.58
118735,886,3337,State-funded primary,419,227,192,54.18,45.82,6,1.43,26,6.21,22,397,0,5.30,94.7,0,14,15,419,3.58
118736,886,3338,State-funded primary,362,184,178,50.83,49.17,15,4.14,41,11.33,7,355,0,1.90,98.1,0,52,58,362,16.02
118737,886,3339,State-funded primary,204,101,103,49.51,50.49,1,0.49,43,21.08,8,196,0,3.90,96.1,0,28,29,204,14.22
118738,886,3340,State-funded primary,417,200,217,47.96,52.04,4,0.96,26,6.24,90,327,0,21.60,78.4,0,126,129,417,30.94
118740,886,3346,State-funded primary,135,70,65,51.85,48.15,5,3.70,22,16.30,1,134,0,0.70,99.3,0,18,23,135,17.04
118741,886,3347,State-funded primary,125,59,66,47.20,52.80,5,4.00,8,6.40,7,117,1,5.60,93.6,0.8,10,13,125,10.40
118744,886,3350,State-funded primary,216,106,110,49.07,50.93,2,0.93,10,4.63,7,209,0,3.20,96.8,0,19,19,216,8.80
118745,886,3351,State-funded primary,141,69,72,48.94,51.06,3,2.13,16,11.35,4,137,0,2.80,97.2,0,29,30,131,22.90
118748,886,3356,State-funded primary,164,87,77,53.05,46.95,1,0.61,22,13.41,76,88,0,46.30,53.7,0,93,96,164,58.54
118750,886,3360,State-funded primary,371,171,200,46.09,53.91,7,1.89,50,13.48,8,363,0,2.20,97.8,0,99,106,371,28.57
118751,886,3364,State-funded primary,210,93,117,44.29,55.71,3,1.43,7,3.33,2,208,0,1.00,99,0,30,32,210,15.24
118754,886,3373,State-funded primary,229,109,120,47.60,52.40,4,1.75,38,16.59,39,190,0,17.00,83,0,86,88,184,47.83
118756,887,3712,State-funded primary,470,236,234,50.21,49.79,9,1.91,49,10.43,157,308,5,33.40,65.5,1.1,107,115,420,27.38
118761,886,3718,State-funded primary,204,89,115,43.63,56.37,1,0.49,18,8.82,22,182,0,10.80,89.2,0,21,23,204,11.27
118764,886,3722,State-funded primary,201,111,90,55.22,44.78,7,3.48,25,12.44,63,138,0,31.30,68.7,0,63,68,201,33.83
118765,886,3728,State-funded primary,210,115,95,54.76,45.24,2,0.95,11,5.24,92,111,7,43.80,52.9,3.3,20,21,210,10.00
118766,887,3729,State-funded primary,200,97,103,48.50,51.50,3,1.50,25,12.50,50,150,0,25.00,75,0,23,26,200,13.00
118767,887,3732,State-funded primary,258,127,131,49.22,50.78,3,1.16,27,10.47,60,196,2,23.30,76,0.8,31,32,236,13.56
118768,886,3733,State-funded primary,217,113,104,52.07,47.93,2,0.92,20,9.22,60,157,0,27.60,72.4,0,14,17,217,7.83
118769,887,3736,State-funded primary,415,214,201,51.57,48.43,7,1.69,56,13.49,57,344,14,13.70,82.9,3.4,40,43,415,10.36
118775,887,3746,State-funded primary,209,104,105,49.76,50.24,0,0.00,20,9.57,35,174,0,16.70,83.3,0,14,15,209,7.18
118777,886,3749,State-funded primary,209,101,108,48.33,51.67,2,0.96,17,8.13,110,99,0,52.60,47.4,0,32,33,209,15.79
118779,887,3752,State-funded primary,188,97,91,51.60,48.40,1,0.53,32,17.02,24,164,0,12.80,87.2,0,26,28,188,14.89
118780,887,3753,State-funded primary,210,95,115,45.24,54.76,4,1.90,14,6.67,11,199,0,5.20,94.8,0,15,15,210,7.14
118782,887,3755,State-funded primary,439,203,236,46.24,53.76,2,0.46,47,10.71,160,279,0,36.40,63.6,0,61,61,409,14.91
118785,886,4026,State-funded secondary,860,851,9,98.95,1.05,11,1.28,94,10.93,138,722,0,16.00,84,0,148,161,741,21.73
118788,886,4040,State-funded secondary,1178,1151,27,97.71,2.29,8,0.68,122,10.36,271,904,3,23.00,76.7,0.3,351,341,934,36.51
118789,886,4043,State-funded secondary,1008,1003,5,99.50,0.50,2,0.20,138,13.69,59,948,1,5.90,94,0.1,25,28,732,3.83
118790,886,4045,State-funded secondary,1507,45,1462,2.99,97.01,5,0.33,63,4.18,198,1309,0,13.10,86.9,0,58,67,1181,5.67
118796,886,4065,State-funded secondary,470,227,243,48.30,51.70,10,2.13,59,12.55,6,464,0,1.30,98.7,0,148,153,422,36.26
118806,886,4109,State-funded secondary,910,887,23,97.47,2.53,2,0.22,42,4.62,79,831,0,8.70,91.3,0,108,110,684,16.08
118835,886,4522,State-funded secondary,1443,93,1350,6.44,93.56,3,0.21,14,0.97,235,1207,1,16.30,83.6,0.1,64,69,1052,6.56
118836,886,4523,State-funded secondary,1186,1145,41,96.54,3.46,4,0.34,46,3.88,90,1095,1,7.60,92.3,0.1,69,68,877,7.75
118840,886,4534,State-funded secondary,1218,1183,35,97.13,2.87,6,0.49,137,11.25,168,1043,7,13.80,85.6,0.6,74,70,868,8.06
118843,886,4622,State-funded secondary,1428,158,1270,11.06,88.94,16,1.12,35,2.45,178,1250,0,12.50,87.5,0,39,24,951,2.52
118846,886,5200,State-funded primary,411,196,215,47.69,52.31,6,1.46,42,10.22,14,397,0,3.40,96.6,0,112,119,411,28.95
118847,886,5201,State-funded primary,266,141,125,53.01,46.99,2,0.75,35,13.16,8,258,0,3.00,97,0,54,58,266,21.80
118849,886,5203,State-funded primary,428,193,235,45.09,54.91,10,2.34,43,10.05,28,400,0,6.50,93.5,0,16,20,428,4.67
118852,886,5206,State-funded primary,433,210,223,48.50,51.50,19,4.39,50,11.55,30,402,1,6.90,92.8,0.2,158,164,433,37.88
118853,886,5207,State-funded primary,418,216,202,51.67,48.33,10,2.39,36,8.61,157,248,13,37.60,59.3,3.1,59,62,418,14.83
118854,886,5208,State-funded primary,208,94,114,45.19,54.81,7,3.37,29,13.94,13,195,0,6.30,93.8,0,42,45,208,21.63
118858,886,5212,State-funded primary,170,81,89,47.65,52.35,3,1.76,17,10.00,11,159,0,6.50,93.5,0,33,33,170,19.41
118859,886,5213,State-funded primary,424,202,222,47.64,52.36,3,0.71,57,13.44,180,233,11,42.50,55,2.6,57,64,424,15.09
118860,886,5214,State-funded primary,333,172,161,51.65,48.35,5,1.50,28,8.41,101,232,0,30.30,69.7,0,69,71,333,21.32
118864,886,5218,State-funded primary,325,169,156,52.00,48.00,5,1.54,35,10.77,11,314,0,3.40,96.6,0,75,70,288,24.31
118867,886,5221,State-funded primary,436,205,231,47.02,52.98,21,4.82,49,11.24,60,376,0,13.80,86.2,0,136,139,436,31.88
118869,886,5223,State-funded primary,252,119,133,47.22,52.78,6,2.38,33,13.10,11,241,0,4.40,95.6,0,79,83,252,32.94
118871,886,5225,State-funded primary,191,94,97,49.21,50.79,6,3.14,14,7.33,21,170,0,11.00,89,0,51,55,191,28.80
118879,886,5407,State-funded secondary,927,434,493,46.82,53.18,35,3.78,136,14.67,112,807,8,12.10,87.1,0.9,322,343,869,39.47
118882,886,5410,State-funded secondary,842,423,419,50.24,49.76,12,1.43,169,20.07,35,806,1,4.20,95.7,0.1,169,188,748,25.13
118884,886,5412,State-funded secondary,1245,159,1086,12.77,87.23,42,3.37,33,2.65,215,1030,0,17.30,82.7,0,48,36,752,4.79
118897,886,5425,State-funded secondary,1013,454,559,44.82,55.18,151,14.91,97,9.58,22,991,0,2.20,97.8,0,217,240,909,26.40
118898,886,5426,State-funded secondary,683,317,366,46.41,53.59,18,2.64,97,14.20,135,546,2,19.80,79.9,0.3,249,266,604,44.04
118903,886,5431,State-funded secondary,942,370,572,39.28,60.72,41,4.35,184,19.53,50,892,0,5.30,94.7,0,229,257,775,33.16
118908,887,5436,State-funded secondary,961,455,506,47.35,52.65,11,1.14,184,19.15,220,686,55,22.90,71.4,5.7,299,326,799,40.80
118919,886,5447,State-funded secondary,1590,798,792,50.19,49.81,63,3.96,149,9.37,99,1491,0,6.20,93.8,0,366,410,1473,27.83
118928,886,5456,State-funded secondary,925,2,923,0.22,99.78,15,1.62,264,28.54,219,704,2,23.70,76.1,0.2,235,261,785,33.25
118931,886,5459,State-funded secondary,791,15,776,1.90,98.10,3,0.38,28,3.54,50,741,0,6.30,93.7,0,102,111,659,16.84
118933,886,5461,State-funded secondary,1264,608,656,48.10,51.90,24,1.90,193,15.27,564,700,0,44.60,55.4,0,244,232,960,24.17
118937,886,6000,Independent school,947,461,486,48.68,51.32,3,0.32,241,25.45,0,0,0,0.00,0,0,0
118938,886,6001,Independent school,116,42,74,36.21,63.79,0,0.00,16,13.79,0,0,0,0.00,0,0,0
118939,886,6002,Independent school,531,531,0,100.00,0.00,0,0.00,138,25.99,0,0,0,0.00,0,0,0
118940,886,6003,Independent school,286,128,158,44.76,55.24,0,0.00,109,38.11,0,0,0,0.00,0,0,0
118941,886,6004,Independent school,204,96,108,47.06,52.94,1,0.49,31,15.20,0,0,0,0.00,0,0,0
118942,886,6005,Independent school,228,124,104,54.39,45.61,0,0.00,66,28.95,0,0,0,0.00,0,0,0
118943,886,6006,Independent school,458,216,242,47.16,52.84,0,0.00,111,24.24,0,0,0,0.00,0,0,0
