"Year","Predicted SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","17 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","17 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","18 point(s)","White","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","18 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","18 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","18 point(s)","White","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","18 point(s)","White","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","18 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","19 point(s)","White","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","19 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","19 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","20 point(s)","White","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","20 point(s)","White","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","16 point(s)","Black","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","11 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","14 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","15 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","15 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","16 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","17 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","20 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","9 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","9 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","9 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","9 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","9 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","10 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2011","10 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2012","10 point(s)","White","Main scheme applicant","Main scheme application","15","0"," ","0"
"2013","10 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","10 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2015","10 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2016","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","10 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","11 point(s)","White","Main scheme applicant","Main scheme application","20","15","0.636","0"
"2011","11 point(s)","White","Main scheme applicant","Main scheme application","20","10"," ","0"
"2012","11 point(s)","White","Main scheme applicant","Main scheme application","30","10","0.367","0"
"2013","11 point(s)","White","Main scheme applicant","Main scheme application","20","5"," ","0"
"2014","11 point(s)","White","Main scheme applicant","Main scheme application","20","0"," ","0"
"2015","11 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","11 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2017","11 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","11 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","11 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","11 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","11 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","11 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","11 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","12 point(s)","White","Main scheme applicant","Main scheme application","50","20","0.34600000000000003","0"
"2011","12 point(s)","White","Main scheme applicant","Main scheme application","30","10"," ","0"
"2012","12 point(s)","White","Main scheme applicant","Main scheme application","30","10"," ","0"
"2013","12 point(s)","White","Main scheme applicant","Main scheme application","30","10","0.34400000000000003","0"
"2014","12 point(s)","White","Main scheme applicant","Main scheme application","35","10"," ","0"
"2015","12 point(s)","White","Main scheme applicant","Main scheme application","30","5"," ","0"
"2016","12 point(s)","White","Main scheme applicant","Main scheme application","20","5"," ","0"
"2017","12 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2018","12 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","12 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","12 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","12 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","12 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","12 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2010","13 point(s)","White","Main scheme applicant","Main scheme application","45","20","0.432","0"
"2011","13 point(s)","White","Main scheme applicant","Main scheme application","45","20","0.455","0"
"2012","13 point(s)","White","Main scheme applicant","Main scheme application","55","20","0.368","0"
"2013","13 point(s)","White","Main scheme applicant","Main scheme application","45","15","0.386","0"
"2014","13 point(s)","White","Main scheme applicant","Main scheme application","45","15","0.341","0"
"2015","13 point(s)","White","Main scheme applicant","Main scheme application","40","5"," ","0"
"2016","13 point(s)","White","Main scheme applicant","Main scheme application","30","10","0.429","0"
"2017","13 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","13 point(s)","White","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","13 point(s)","White","Main scheme applicant","Main scheme application","25","5"," ","0"
"2020","13 point(s)","White","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","13 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.625","0"
"2022","13 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","13 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","14 point(s)","White","Main scheme applicant","Main scheme application","40","20","0.525","0"
"2011","14 point(s)","White","Main scheme applicant","Main scheme application","40","20","0.47600000000000003","0"
"2012","14 point(s)","White","Main scheme applicant","Main scheme application","50","15","0.292","0"
"2013","14 point(s)","White","Main scheme applicant","Main scheme application","55","20","0.396","0"
"2014","14 point(s)","White","Main scheme applicant","Main scheme application","60","25","0.387","0"
"2015","14 point(s)","White","Main scheme applicant","Main scheme application","65","25","0.343","0"
"2016","14 point(s)","White","Main scheme applicant","Main scheme application","35","15","0.441","0"
"2017","14 point(s)","White","Main scheme applicant","Main scheme application","50","25","0.51","0"
"2018","14 point(s)","White","Main scheme applicant","Main scheme application","35","20","0.556","0"
"2019","14 point(s)","White","Main scheme applicant","Main scheme application","25","10"," ","0"
"2020","14 point(s)","White","Main scheme applicant","Main scheme application","35","20","0.636","0"
"2021","14 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.56","0"
"2022","14 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","14 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.64","0"
"2010","15 point(s)","White","Main scheme applicant","Main scheme application","55","30","0.537","0"
"2011","15 point(s)","White","Main scheme applicant","Main scheme application","50","25","0.52","0"
"2012","15 point(s)","White","Main scheme applicant","Main scheme application","70","35","0.47100000000000003","0"
"2013","15 point(s)","White","Main scheme applicant","Main scheme application","60","35","0.5670000000000001","0"
"2014","15 point(s)","White","Main scheme applicant","Main scheme application","65","25","0.403","0"
"2015","15 point(s)","White","Main scheme applicant","Main scheme application","75","35","0.47300000000000003","0"
"2016","15 point(s)","White","Main scheme applicant","Main scheme application","40","25","0.61","0"
"2017","15 point(s)","White","Main scheme applicant","Main scheme application","50","20","0.44","0"
"2018","15 point(s)","White","Main scheme applicant","Main scheme application","55","30","0.5740000000000001","0"
"2019","15 point(s)","White","Main scheme applicant","Main scheme application","45","25","0.581","0"
"2020","15 point(s)","White","Main scheme applicant","Main scheme application","30","20","0.581","0"
"2021","15 point(s)","White","Main scheme applicant","Main scheme application","30","20","0.656","0"
"2022","15 point(s)","White","Main scheme applicant","Main scheme application","20","10","0.47600000000000003","0"
"2023","15 point(s)","White","Main scheme applicant","Main scheme application","30","15","0.607","0"
"2010","16 point(s)","White","Main scheme applicant","Main scheme application","30","20","0.759","0"
"2011","16 point(s)","White","Main scheme applicant","Main scheme application","35","20","0.5","0"
"2012","16 point(s)","White","Main scheme applicant","Main scheme application","40","25","0.605","0"
"2013","16 point(s)","White","Main scheme applicant","Main scheme application","45","30","0.674","0"
"2014","16 point(s)","White","Main scheme applicant","Main scheme application","55","30","0.582","0"
"2015","16 point(s)","White","Main scheme applicant","Main scheme application","50","15","0.314","0"
"2016","16 point(s)","White","Main scheme applicant","Main scheme application","45","25","0.532","0"
"2017","16 point(s)","White","Main scheme applicant","Main scheme application","55","35","0.6","0"
"2018","16 point(s)","White","Main scheme applicant","Main scheme application","50","25","0.47900000000000004","0"
"2019","16 point(s)","White","Main scheme applicant","Main scheme application","45","30","0.636","0"
"2020","16 point(s)","White","Main scheme applicant","Main scheme application","40","30","0.718","0"
"2021","16 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.64","0"
"2022","16 point(s)","White","Main scheme applicant","Main scheme application","30","25","0.8210000000000001","0"
"2023","16 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.63","0"
"2010","17 point(s)","White","Main scheme applicant","Main scheme application","20","15","0.682","0"
"2011","17 point(s)","White","Main scheme applicant","Main scheme application","20","15","0.65","0"
"2012","17 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.7030000000000001","0"
"2013","17 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.8150000000000001","0"
"2014","17 point(s)","White","Main scheme applicant","Main scheme application","45","25","0.605","0"
"2015","17 point(s)","White","Main scheme applicant","Main scheme application","50","30","0.62","0"
"2016","17 point(s)","White","Main scheme applicant","Main scheme application","55","35","0.607","0"
"2017","17 point(s)","White","Main scheme applicant","Main scheme application","45","25","0.628","0"
"2018","17 point(s)","White","Main scheme applicant","Main scheme application","35","30","0.757","0"
"2019","17 point(s)","White","Main scheme applicant","Main scheme application","35","20","0.514","0"
"2020","17 point(s)","White","Main scheme applicant","Main scheme application","40","25","0.585","0"
"2021","17 point(s)","White","Main scheme applicant","Main scheme application","45","40","0.848","0"
"2022","17 point(s)","White","Main scheme applicant","Main scheme application","20","10","0.455","0"
"2023","17 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.708","0"
"2010","18 point(s)","White","Main scheme applicant","Main scheme application","15","10"," ","0"
"2011","18 point(s)","White","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2012","18 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.625","0"
"2013","18 point(s)","White","Main scheme applicant","Main scheme application","20","15","0.667","0"
"2014","18 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.676","0"
"2015","18 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.714","0"
"2016","18 point(s)","White","Main scheme applicant","Main scheme application","35","20","0.514","0"
"2017","18 point(s)","White","Main scheme applicant","Main scheme application","30","15","0.516","0"
"2018","18 point(s)","White","Main scheme applicant","Main scheme application","40","25","0.65","0"
"2019","18 point(s)","White","Main scheme applicant","Main scheme application","40","25","0.6920000000000001","0"
"2020","18 point(s)","White","Main scheme applicant","Main scheme application","40","35","0.833","0"
"2021","18 point(s)","White","Main scheme applicant","Main scheme application","35","30","0.784","0"
"2022","18 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.64","0"
"2023","18 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.609","0"
"2010","19 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","19 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","19 point(s)","White","Main scheme applicant","Main scheme application","30","20","0.621","0"
"2013","19 point(s)","White","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2014","19 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.87","0"
"2015","19 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.556","0"
"2016","19 point(s)","White","Main scheme applicant","Main scheme application","30","20","0.667","0"
"2017","19 point(s)","White","Main scheme applicant","Main scheme application","40","30","0.775","0"
"2018","19 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.76","0"
"2019","19 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.788","0"
"2020","19 point(s)","White","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2021","19 point(s)","White","Main scheme applicant","Main scheme application","40","35","0.857","0"
"2022","19 point(s)","White","Main scheme applicant","Main scheme application","25","15","0.739","0"
"2023","19 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.75","0"
"2010","20 point(s)","White","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","20 point(s)","White","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","20 point(s)","White","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2013","20 point(s)","White","Main scheme applicant","Main scheme application","15","15","0.875","0"
"2014","20 point(s)","White","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2015","20 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.731","0"
"2016","20 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.788","0"
"2017","20 point(s)","White","Main scheme applicant","Main scheme application","30","20","0.667","0"
"2018","20 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.771","0"
"2019","20 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.727","0"
"2020","20 point(s)","White","Main scheme applicant","Main scheme application","40","30","0.789","0"
"2021","20 point(s)","White","Main scheme applicant","Main scheme application","55","45","0.8","0"
"2022","20 point(s)","White","Main scheme applicant","Main scheme application","40","35","0.805","0"
"2023","20 point(s)","White","Main scheme applicant","Main scheme application","40","35","0.786","0"
"2015","12 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","12 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","13 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","14 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","14 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","14 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","15 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","15 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","15 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","15 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","15 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","16 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","16 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","16 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","16 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","16 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","17 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","18 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","18 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","18 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","20 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","20 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","10 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","10 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","11 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","11 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","11 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","11 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","11 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","12 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","13 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","14 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","14 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","14 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","14 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","15 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","15 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","15 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","16 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","16 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","16 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","17 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","17 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","17 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.769","0"
"2019","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","17 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","17 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","17 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","18 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","18 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","19 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","19 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","19 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","19 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","19 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","19 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","19 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","19 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","20 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","20 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","20 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","20 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","20 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","20 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","20 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","20 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","12 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","14 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","14 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","14 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","15 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","15 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","15 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","16 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","16 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","17 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","18 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","18 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","18 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","19 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","19 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","20 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","13 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","15 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","15 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","16 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","16 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","18 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","19 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","All","White","Main scheme applicant","Not main scheme application","35","30","0.889","0"
"2011","All","White","Main scheme applicant","Not main scheme application","25","15","0.708","0"
"2012","All","White","Main scheme applicant","Not main scheme application","35","25","0.667","0"
"2013","All","White","Main scheme applicant","Not main scheme application","20","10","0.6","0"
"2014","All","White","Main scheme applicant","Not main scheme application","45","30","0.63","0"
"2015","All","White","Main scheme applicant","Not main scheme application","55","35","0.589","0"
"2016","All","White","Main scheme applicant","Not main scheme application","35","15","0.515","0"
"2017","All","White","Main scheme applicant","Not main scheme application","40","30","0.725","0"
"2018","All","White","Main scheme applicant","Not main scheme application","30","15","0.536","0"
"2019","All","White","Main scheme applicant","Not main scheme application","30","20","0.679","0"
"2020","All","White","Main scheme applicant","Not main scheme application","35","30","0.97","0"
"2021","All","White","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2022","All","White","Main scheme applicant","Not main scheme application","20","10","0.667","0"
"2023","All","White","Main scheme applicant","Not main scheme application","15","10","0.714","0"
"2015","All","Black","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","Black","Main scheme applicant","Not main scheme application","5","0"," ","0"
