"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2017","Wales","25 - 29","Northern Ireland","Female","10","0"," "
"2018","Wales","25 - 29","Northern Ireland","Female","15","5"," "
"2019","Wales","25 - 29","Northern Ireland","Female","10","0"," "
"2020","Wales","25 - 29","Northern Ireland","Female","15","10"," "
"2021","Wales","25 - 29","Northern Ireland","Female","30","10","0.367"
"2022","Wales","25 - 29","Northern Ireland","Female","30","15","0.467"
"2023","Wales","25 - 29","Northern Ireland","Female","10","0"," "
"2006","England","30 - 34","Northern Ireland","Female","35","20","0.514"
"2007","England","30 - 34","Northern Ireland","Female","50","15","0.3"
"2008","England","30 - 34","Northern Ireland","Female","45","15","0.289"
"2009","England","30 - 34","Northern Ireland","Female","50","15","0.26"
"2010","England","30 - 34","Northern Ireland","Female","75","20","0.253"
"2011","England","30 - 34","Northern Ireland","Female","90","20","0.233"
"2012","England","30 - 34","Northern Ireland","Female","100","30","0.32"
"2013","England","30 - 34","Northern Ireland","Female","55","20","0.382"
"2014","England","30 - 34","Northern Ireland","Female","70","20","0.3"
"2015","England","30 - 34","Northern Ireland","Female","95","30","0.326"
"2016","England","30 - 34","Northern Ireland","Female","65","20","0.277"
"2017","England","30 - 34","Northern Ireland","Female","60","30","0.467"
"2018","England","30 - 34","Northern Ireland","Female","40","20","0.55"
"2019","England","30 - 34","Northern Ireland","Female","45","20","0.4"
"2020","England","30 - 34","Northern Ireland","Female","35","15","0.4"
"2021","England","30 - 34","Northern Ireland","Female","65","20","0.292"
"2022","England","30 - 34","Northern Ireland","Female","45","10","0.267"
"2023","England","30 - 34","Northern Ireland","Female","40","5"," "
"2006","Northern Ireland","30 - 34","Northern Ireland","Female","640","300","0.467"
"2007","Northern Ireland","30 - 34","Northern Ireland","Female","440","240","0.55"
"2008","Northern Ireland","30 - 34","Northern Ireland","Female","360","230","0.642"
"2009","Northern Ireland","30 - 34","Northern Ireland","Female","405","240","0.59"
"2010","Northern Ireland","30 - 34","Northern Ireland","Female","455","255","0.5650000000000001"
"2011","Northern Ireland","30 - 34","Northern Ireland","Female","500","230","0.462"
"2012","Northern Ireland","30 - 34","Northern Ireland","Female","450","220","0.493"
"2013","Northern Ireland","30 - 34","Northern Ireland","Female","670","250","0.373"
"2014","Northern Ireland","30 - 34","Northern Ireland","Female","755","290","0.387"
"2015","Northern Ireland","30 - 34","Northern Ireland","Female","755","320","0.425"
"2016","Northern Ireland","30 - 34","Northern Ireland","Female","780","330","0.421"
"2017","Northern Ireland","30 - 34","Northern Ireland","Female","745","340","0.454"
"2018","Northern Ireland","30 - 34","Northern Ireland","Female","680","280","0.41300000000000003"
"2019","Northern Ireland","30 - 34","Northern Ireland","Female","795","350","0.438"
"2020","Northern Ireland","30 - 34","Northern Ireland","Female","705","305","0.431"
"2021","Northern Ireland","30 - 34","Northern Ireland","Female","795","325","0.41000000000000003"
"2022","Northern Ireland","30 - 34","Northern Ireland","Female","755","315","0.42"
"2023","Northern Ireland","30 - 34","Northern Ireland","Female","600","265","0.445"
"2006","Scotland","30 - 34","Northern Ireland","Female","25","10","0.48"
"2007","Scotland","30 - 34","Northern Ireland","Female","5","0"," "
"2008","Scotland","30 - 34","Northern Ireland","Female","15","5"," "
"2009","Scotland","30 - 34","Northern Ireland","Female","5","0"," "
"2010","Scotland","30 - 34","Northern Ireland","Female","25","5"," "
"2011","Scotland","30 - 34","Northern Ireland","Female","20","5"," "
"2012","Scotland","30 - 34","Northern Ireland","Female","15","5"," "
"2013","Scotland","30 - 34","Northern Ireland","Female","15","0"," "
"2014","Scotland","30 - 34","Northern Ireland","Female","10","0"," "
"2015","Scotland","30 - 34","Northern Ireland","Female","25","5"," "
"2016","Scotland","30 - 34","Northern Ireland","Female","30","5"," "
"2017","Scotland","30 - 34","Northern Ireland","Female","30","5"," "
"2018","Scotland","30 - 34","Northern Ireland","Female","30","10","0.333"
"2019","Scotland","30 - 34","Northern Ireland","Female","20","5"," "
"2020","Scotland","30 - 34","Northern Ireland","Female","25","5"," "
"2021","Scotland","30 - 34","Northern Ireland","Female","25","5"," "
"2022","Scotland","30 - 34","Northern Ireland","Female","10","5"," "
"2023","Scotland","30 - 34","Northern Ireland","Female","10","0"," "
"2008","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2009","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2010","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2011","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2012","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2013","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2015","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2016","Wales","30 - 34","Northern Ireland","Female","5","5"," "
"2017","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2018","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2020","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2021","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2022","Wales","30 - 34","Northern Ireland","Female","15","5"," "
"2023","Wales","30 - 34","Northern Ireland","Female","5","0"," "
"2006","England","35 and over","Northern Ireland","Female","10","0"," "
"2007","England","35 and over","Northern Ireland","Female","25","10"," "
"2008","England","35 and over","Northern Ireland","Female","30","5"," "
"2009","England","35 and over","Northern Ireland","Female","40","10"," "
"2010","England","35 and over","Northern Ireland","Female","30","5"," "
"2011","England","35 and over","Northern Ireland","Female","60","10","0.167"
"2012","England","35 and over","Northern Ireland","Female","40","10","0.275"
"2013","England","35 and over","Northern Ireland","Female","60","5"," "
"2014","England","35 and over","Northern Ireland","Female","30","10","0.367"
"2015","England","35 and over","Northern Ireland","Female","55","20","0.327"
"2016","England","35 and over","Northern Ireland","Female","75","20","0.293"
"2017","England","35 and over","Northern Ireland","Female","70","20","0.3"
"2018","England","35 and over","Northern Ireland","Female","45","30","0.622"
"2019","England","35 and over","Northern Ireland","Female","65","35","0.508"
"2020","England","35 and over","Northern Ireland","Female","50","25","0.5"
"2021","England","35 and over","Northern Ireland","Female","40","15","0.325"
"2022","England","35 and over","Northern Ireland","Female","40","15","0.375"
"2023","England","35 and over","Northern Ireland","Female","40","20","0.55"
"2006","Northern Ireland","35 and over","Northern Ireland","Female","815","420","0.513"
"2007","Northern Ireland","35 and over","Northern Ireland","Female","750","450","0.601"
"2008","Northern Ireland","35 and over","Northern Ireland","Female","725","465","0.644"
"2009","Northern Ireland","35 and over","Northern Ireland","Female","550","315","0.5730000000000001"
"2010","Northern Ireland","35 and over","Northern Ireland","Female","760","415","0.545"
"2011","Northern Ireland","35 and over","Northern Ireland","Female","775","390","0.501"
"2012","Northern Ireland","35 and over","Northern Ireland","Female","555","300","0.537"
"2013","Northern Ireland","35 and over","Northern Ireland","Female","850","355","0.418"
"2014","Northern Ireland","35 and over","Northern Ireland","Female","905","470","0.517"
"2015","Northern Ireland","35 and over","Northern Ireland","Female","885","385","0.436"
"2016","Northern Ireland","35 and over","Northern Ireland","Female","925","410","0.444"
"2017","Northern Ireland","35 and over","Northern Ireland","Female","915","395","0.432"
"2018","Northern Ireland","35 and over","Northern Ireland","Female","855","405","0.47400000000000003"
"2019","Northern Ireland","35 and over","Northern Ireland","Female","945","470","0.495"
"2020","Northern Ireland","35 and over","Northern Ireland","Female","885","470","0.533"
"2021","Northern Ireland","35 and over","Northern Ireland","Female","1130","430","0.379"
"2022","Northern Ireland","35 and over","Northern Ireland","Female","945","385","0.40700000000000003"
"2023","Northern Ireland","35 and over","Northern Ireland","Female","860","415","0.484"
"2006","Scotland","35 and over","Northern Ireland","Female","5","0"," "
"2007","Scotland","35 and over","Northern Ireland","Female","5","0"," "
"2008","Scotland","35 and over","Northern Ireland","Female","10","0"," "
"2009","Scotland","35 and over","Northern Ireland","Female","10","0"," "
"2010","Scotland","35 and over","Northern Ireland","Female","5","0"," "
"2011","Scotland","35 and over","Northern Ireland","Female","20","5"," "
"2012","Scotland","35 and over","Northern Ireland","Female","10","0"," "
"2013","Scotland","35 and over","Northern Ireland","Female","5","0"," "
"2014","Scotland","35 and over","Northern Ireland","Female","15","0"," "
"2015","Scotland","35 and over","Northern Ireland","Female","35","5"," "
"2016","Scotland","35 and over","Northern Ireland","Female","25","5"," "
"2017","Scotland","35 and over","Northern Ireland","Female","10","5"," "
"2018","Scotland","35 and over","Northern Ireland","Female","20","10","0.6"
"2019","Scotland","35 and over","Northern Ireland","Female","15","0"," "
"2020","Scotland","35 and over","Northern Ireland","Female","20","5"," "
"2021","Scotland","35 and over","Northern Ireland","Female","15","0"," "
"2022","Scotland","35 and over","Northern Ireland","Female","10","0"," "
"2023","Scotland","35 and over","Northern Ireland","Female","20","5"," "
"2006","Wales","35 and over","Northern Ireland","Female","5","0"," "
"2010","Wales","35 and over","Northern Ireland","Female","5","5"," "
"2012","Wales","35 and over","Northern Ireland","Female","5","5"," "
"2013","Wales","35 and over","Northern Ireland","Female","5","0"," "
"2016","Wales","35 and over","Northern Ireland","Female","5","0"," "
"2019","Wales","35 and over","Northern Ireland","Female","5","0"," "
"2021","Wales","35 and over","Northern Ireland","Female","5","5"," "
"2022","Wales","35 and over","Northern Ireland","Female","10","0"," "
"2023","Wales","35 and over","Northern Ireland","Female","10","5"," "
"2006","England","17 and under","England","Female","3265","2220","0.68"
"2007","England","17 and under","England","Female","3630","2430","0.67"
"2008","England","17 and under","England","Female","3195","1920","0.601"
"2009","England","17 and under","England","Female","3190","1880","0.59"
"2010","England","17 and under","England","Female","3225","1710","0.53"
"2011","England","17 and under","England","Female","2820","1615","0.5720000000000001"
"2012","England","17 and under","England","Female","2115","1400","0.661"
"2013","England","17 and under","England","Female","1920","1280","0.667"
"2014","England","17 and under","England","Female","2120","1415","0.668"
"2015","England","17 and under","England","Female","2100","1430","0.681"
"2016","England","17 and under","England","Female","1960","1340","0.683"
"2017","England","17 and under","England","Female","1965","1390","0.708"
"2018","England","17 and under","England","Female","1970","1415","0.719"
"2019","England","17 and under","England","Female","1950","1375","0.706"
"2020","England","17 and under","England","Female","2060","1440","0.7000000000000001"
"2021","England","17 and under","England","Female","2165","1470","0.678"
"2022","England","17 and under","England","Female","2555","1485","0.581"
"2023","England","17 and under","England","Female","2610","1510","0.579"
"2006","Northern Ireland","17 and under","England","Female","5","0"," "
"2007","Northern Ireland","17 and under","England","Female","5","0"," "
"2008","Northern Ireland","17 and under","England","Female","5","5"," "
"2009","Northern Ireland","17 and under","England","Female","5","5"," "
"2011","Northern Ireland","17 and under","England","Female","5","5"," "
"2013","Northern Ireland","17 and under","England","Female","5","0"," "
"2014","Northern Ireland","17 and under","England","Female","5","0"," "
"2015","Northern Ireland","17 and under","England","Female","5","0"," "
"2016","Northern Ireland","17 and under","England","Female","5","5"," "
"2017","Northern Ireland","17 and under","England","Female","5","0"," "
"2018","Northern Ireland","17 and under","England","Female","5","5"," "
"2019","Northern Ireland","17 and under","England","Female","5","0"," "
"2021","Northern Ireland","17 and under","England","Female","5","0"," "
"2022","Northern Ireland","17 and under","England","Female","5","5"," "
