"Year","Achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","7 point(s)","All","Main scheme applicant","Main scheme application","105","90","0.867","0"
"2017","7 point(s)","All","Main scheme applicant","Main scheme application","130","115","0.869","0"
"2018","7 point(s)","All","Main scheme applicant","Main scheme application","130","115","0.884","0"
"2019","7 point(s)","All","Main scheme applicant","Main scheme application","120","110","0.917","0"
"2020","7 point(s)","All","Main scheme applicant","Main scheme application","95","85","0.887","0"
"2021","7 point(s)","All","Main scheme applicant","Main scheme application","75","60","0.805","0"
"2022","7 point(s)","All","Main scheme applicant","Main scheme application","175","150","0.868","0"
"2023","7 point(s)","All","Main scheme applicant","Main scheme application","175","160","0.898","0"
"2010","8 point(s)","All","Main scheme applicant","Main scheme application","170","150","0.888","0"
"2011","8 point(s)","All","Main scheme applicant","Main scheme application","180","165","0.922","0"
"2012","8 point(s)","All","Main scheme applicant","Main scheme application","170","145","0.849","0"
"2013","8 point(s)","All","Main scheme applicant","Main scheme application","185","160","0.869","0"
"2014","8 point(s)","All","Main scheme applicant","Main scheme application","210","185","0.863","0"
"2015","8 point(s)","All","Main scheme applicant","Main scheme application","170","150","0.884","0"
"2016","8 point(s)","All","Main scheme applicant","Main scheme application","175","155","0.908","0"
"2017","8 point(s)","All","Main scheme applicant","Main scheme application","165","150","0.892","0"
"2018","8 point(s)","All","Main scheme applicant","Main scheme application","190","170","0.904","0"
"2019","8 point(s)","All","Main scheme applicant","Main scheme application","185","160","0.885","0"
"2020","8 point(s)","All","Main scheme applicant","Main scheme application","155","130","0.841","0"
"2021","8 point(s)","All","Main scheme applicant","Main scheme application","115","100","0.863","0"
"2022","8 point(s)","All","Main scheme applicant","Main scheme application","195","170","0.853","0"
"2023","8 point(s)","All","Main scheme applicant","Main scheme application","230","210","0.909","0"
"2010","9 point(s)","All","Main scheme applicant","Main scheme application","190","165","0.859","0"
"2011","9 point(s)","All","Main scheme applicant","Main scheme application","220","195","0.899","0"
"2012","9 point(s)","All","Main scheme applicant","Main scheme application","195","180","0.908","0"
"2013","9 point(s)","All","Main scheme applicant","Main scheme application","220","210","0.9500000000000001","0"
"2014","9 point(s)","All","Main scheme applicant","Main scheme application","210","185","0.882","0"
"2015","9 point(s)","All","Main scheme applicant","Main scheme application","255","220","0.867","0"
"2016","9 point(s)","All","Main scheme applicant","Main scheme application","220","195","0.887","0"
"2017","9 point(s)","All","Main scheme applicant","Main scheme application","250","215","0.857","0"
"2018","9 point(s)","All","Main scheme applicant","Main scheme application","220","190","0.881","0"
"2019","9 point(s)","All","Main scheme applicant","Main scheme application","215","190","0.883","0"
"2020","9 point(s)","All","Main scheme applicant","Main scheme application","215","195","0.898","0"
"2021","9 point(s)","All","Main scheme applicant","Main scheme application","170","140","0.8280000000000001","0"
"2022","9 point(s)","All","Main scheme applicant","Main scheme application","285","245","0.85","0"
"2023","9 point(s)","All","Main scheme applicant","Main scheme application","310","275","0.886","0"
"2010","10 point(s)","All","Main scheme applicant","Main scheme application","195","180","0.913","0"
"2011","10 point(s)","All","Main scheme applicant","Main scheme application","250","220","0.888","0"
"2012","10 point(s)","All","Main scheme applicant","Main scheme application","235","210","0.901","0"
"2013","10 point(s)","All","Main scheme applicant","Main scheme application","260","230","0.884","0"
"2014","10 point(s)","All","Main scheme applicant","Main scheme application","275","235","0.862","0"
"2015","10 point(s)","All","Main scheme applicant","Main scheme application","305","270","0.888","0"
"2016","10 point(s)","All","Main scheme applicant","Main scheme application","245","220","0.887","0"
"2017","10 point(s)","All","Main scheme applicant","Main scheme application","285","255","0.908","0"
"2018","10 point(s)","All","Main scheme applicant","Main scheme application","275","245","0.895","0"
"2019","10 point(s)","All","Main scheme applicant","Main scheme application","260","235","0.904","0"
"2020","10 point(s)","All","Main scheme applicant","Main scheme application","260","225","0.864","0"
"2021","10 point(s)","All","Main scheme applicant","Main scheme application","290","270","0.928","0"
"2022","10 point(s)","All","Main scheme applicant","Main scheme application","315","280","0.883","0"
"2023","10 point(s)","All","Main scheme applicant","Main scheme application","375","350","0.931","0"
"2010","11 point(s)","All","Main scheme applicant","Main scheme application","235","215","0.915","0"
"2011","11 point(s)","All","Main scheme applicant","Main scheme application","260","235","0.904","0"
"2012","11 point(s)","All","Main scheme applicant","Main scheme application","260","230","0.874","0"
"2013","11 point(s)","All","Main scheme applicant","Main scheme application","310","270","0.875","0"
"2014","11 point(s)","All","Main scheme applicant","Main scheme application","290","265","0.917","0"
"2015","11 point(s)","All","Main scheme applicant","Main scheme application","325","290","0.901","0"
"2016","11 point(s)","All","Main scheme applicant","Main scheme application","325","290","0.893","0"
"2017","11 point(s)","All","Main scheme applicant","Main scheme application","335","295","0.881","0"
"2018","11 point(s)","All","Main scheme applicant","Main scheme application","360","325","0.895","0"
"2019","11 point(s)","All","Main scheme applicant","Main scheme application","315","280","0.901","0"
"2020","11 point(s)","All","Main scheme applicant","Main scheme application","310","270","0.88","0"
"2021","11 point(s)","All","Main scheme applicant","Main scheme application","380","340","0.892","0"
"2022","11 point(s)","All","Main scheme applicant","Main scheme application","405","360","0.891","0"
"2023","11 point(s)","All","Main scheme applicant","Main scheme application","400","370","0.93","0"
"2010","12 point(s)","All","Main scheme applicant","Main scheme application","435","400","0.926","0"
"2011","12 point(s)","All","Main scheme applicant","Main scheme application","450","420","0.927","0"
"2012","12 point(s)","All","Main scheme applicant","Main scheme application","460","415","0.898","0"
"2013","12 point(s)","All","Main scheme applicant","Main scheme application","560","515","0.916","0"
"2014","12 point(s)","All","Main scheme applicant","Main scheme application","525","485","0.92","0"
"2015","12 point(s)","All","Main scheme applicant","Main scheme application","565","520","0.919","0"
"2016","12 point(s)","All","Main scheme applicant","Main scheme application","660","600","0.911","0"
"2017","12 point(s)","All","Main scheme applicant","Main scheme application","610","565","0.926","0"
"2018","12 point(s)","All","Main scheme applicant","Main scheme application","645","595","0.92","0"
"2019","12 point(s)","All","Main scheme applicant","Main scheme application","610","575","0.9400000000000001","0"
"2020","12 point(s)","All","Main scheme applicant","Main scheme application","1020","935","0.916","0"
"2021","12 point(s)","All","Main scheme applicant","Main scheme application","1260","1150","0.913","0"
"2022","12 point(s)","All","Main scheme applicant","Main scheme application","855","790","0.924","0"
"2023","12 point(s)","All","Main scheme applicant","Main scheme application","820","770","0.9390000000000001","0"
"2010","All","All","Main scheme applicant","Not main scheme application","25","20","0.88","0"
"2011","All","All","Main scheme applicant","Not main scheme application","35","30","0.806","0"
"2012","All","All","Main scheme applicant","Not main scheme application","50","45","0.885","0"
"2013","All","All","Main scheme applicant","Not main scheme application","50","45","0.9380000000000001","0"
"2014","All","All","Main scheme applicant","Not main scheme application","65","50","0.785","0"
"2015","All","All","Main scheme applicant","Not main scheme application","60","60","0.935","0"
"2016","All","All","Main scheme applicant","Not main scheme application","50","45","0.846","0"
"2017","All","All","Main scheme applicant","Not main scheme application","65","55","0.873","0"
"2018","All","All","Main scheme applicant","Not main scheme application","60","50","0.852","0"
"2019","All","All","Main scheme applicant","Not main scheme application","65","55","0.891","0"
"2020","All","All","Main scheme applicant","Not main scheme application","80","70","0.863","0"
"2021","All","All","Main scheme applicant","Not main scheme application","60","50","0.806","0"
"2022","All","All","Main scheme applicant","Not main scheme application","85","70","0.833","0"
"2023","All","All","Main scheme applicant","Not main scheme application","70","60","0.897","0"
"2010","All","All","Main scheme applicant","Main scheme application","1445","1300","0.9","0"
"2011","All","All","Main scheme applicant","Main scheme application","1590","1435","0.905","0"
"2012","All","All","Main scheme applicant","Main scheme application","1580","1380","0.873","0"
"2013","All","All","Main scheme applicant","Main scheme application","1765","1580","0.895","0"
"2014","All","All","Main scheme applicant","Main scheme application","1770","1580","0.893","0"
"2015","All","All","Main scheme applicant","Main scheme application","1885","1675","0.89","0"
"2016","All","All","Main scheme applicant","Main scheme application","1845","1650","0.894","0"
"2017","All","All","Main scheme applicant","Main scheme application","1915","1705","0.892","0"
"2018","All","All","Main scheme applicant","Main scheme application","1955","1755","0.897","0"
"2019","All","All","Main scheme applicant","Main scheme application","1850","1685","0.909","0"
"2020","All","All","Main scheme applicant","Main scheme application","2150","1915","0.891","0"
"2021","All","All","Main scheme applicant","Main scheme application","2375","2130","0.896","0"
"2022","All","All","Main scheme applicant","Main scheme application","2445","2170","0.888","0"
"2023","All","All","Main scheme applicant","Main scheme application","2580","2375","0.921","0"
"2012","5 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2013","5 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2015","5 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2017","5 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2020","5 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2023","5 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2011","6 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2012","6 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2013","6 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2015","6 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2017","6 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2018","6 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2020","6 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2022","6 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2010","7 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2011","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2012","7 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2013","7 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2014","7 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2015","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2017","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2019","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2020","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2021","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2022","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2023","7 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2010","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2012","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2013","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2014","8 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2015","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2018","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2019","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2020","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2022","8 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2023","8 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2010","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2011","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2012","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2014","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2015","9 point(s)","White","All","Not main scheme application","15","15","1","0"
"2016","9 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2017","9 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2018","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2020","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2021","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2022","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2023","9 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2011","10 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2012","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2013","10 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2014","10 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2015","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2016","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2017","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2018","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2020","10 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2021","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2022","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2023","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2011","11 point(s)","White","All","Not main scheme application","5","0"," ","0"
"2012","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2013","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2014","11 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2015","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2016","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2018","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
