"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","Wales","All","Not EU","Female","10","0"," "
"2021","Wales","All","Not EU","Female","15","0"," "
"2022","Wales","All","Not EU","Female","10","0"," "
"2023","Wales","All","Not EU","Female","15","0"," "
"2019","England","All","EU (excluding UK)","Female","285","30","0.10200000000000001"
"2020","England","All","EU (excluding UK)","Female","345","45","0.13"
"2021","England","All","EU (excluding UK)","Female","285","25","0.084"
"2022","England","All","EU (excluding UK)","Female","300","25","0.09"
"2023","England","All","EU (excluding UK)","Female","190","30","0.158"
"2019","Northern Ireland","All","EU (excluding UK)","Female","40","0"," "
"2020","Northern Ireland","All","EU (excluding UK)","Female","40","5"," "
"2021","Northern Ireland","All","EU (excluding UK)","Female","70","0"," "
"2022","Northern Ireland","All","EU (excluding UK)","Female","95","0"," "
"2023","Northern Ireland","All","EU (excluding UK)","Female","95","15","0.179"
"2019","Scotland","All","EU (excluding UK)","Female","150","10","0.073"
"2020","Scotland","All","EU (excluding UK)","Female","135","10","0.089"
"2021","Scotland","All","EU (excluding UK)","Female","150","15","0.093"
"2022","Scotland","All","EU (excluding UK)","Female","75","0"," "
"2023","Scotland","All","EU (excluding UK)","Female","45","5"," "
"2019","Wales","All","EU (excluding UK)","Female","35","0"," "
"2020","Wales","All","EU (excluding UK)","Female","20","0"," "
"2021","Wales","All","EU (excluding UK)","Female","30","0"," "
"2022","Wales","All","EU (excluding UK)","Female","45","0"," "
"2023","Wales","All","EU (excluding UK)","Female","15","0"," "
"2022","Northern Ireland","All","Northern Ireland","Male","5","0"," "
"2023","Northern Ireland","All","Northern Ireland","Male","5","0"," "
"2020","Scotland","All","Northern Ireland","Male","5","0"," "
"2019","England","All","England","Male","60","15","0.267"
"2020","England","All","England","Male","45","15","0.289"
"2021","England","All","England","Male","105","25","0.229"
"2022","England","All","England","Male","95","15","0.158"
"2023","England","All","England","Male","60","15","0.233"
"2021","Scotland","All","England","Male","5","0"," "
"2022","Scotland","All","England","Male","5","0"," "
"2021","Wales","All","England","Male","5","0"," "
"2022","Wales","All","England","Male","5","0"," "
"2023","Wales","All","England","Male","5","0"," "
"2019","Scotland","All","Scotland","Male","5","0"," "
"2020","Scotland","All","Scotland","Male","5","0"," "
"2021","Scotland","All","Scotland","Male","10","0"," "
"2022","Scotland","All","Scotland","Male","5","5"," "
"2023","Scotland","All","Scotland","Male","5","0"," "
"2022","England","All","Wales","Male","5","0"," "
"2023","England","All","Wales","Male","5","5"," "
"2019","Wales","All","Wales","Male","5","0"," "
"2020","Wales","All","Wales","Male","5","0"," "
"2022","Wales","All","Wales","Male","5","0"," "
"2023","Wales","All","Wales","Male","5","5"," "
"2020","England","All","Not EU","Male","5","0"," "
"2021","England","All","Not EU","Male","5","0"," "
"2022","England","All","Not EU","Male","15","0"," "
"2023","England","All","Not EU","Male","15","0"," "
"2020","England","All","EU (excluding UK)","Male","10","0"," "
"2021","England","All","EU (excluding UK)","Male","5","0"," "
"2023","England","All","EU (excluding UK)","Male","5","0"," "
"2020","Scotland","All","EU (excluding UK)","Male","5","0"," "
"2019","All","All","Northern Ireland","Female","905","135","0.147"
"2020","All","All","Northern Ireland","Female","875","175","0.198"
"2021","All","All","Northern Ireland","Female","1120","160","0.14100000000000001"
"2022","All","All","Northern Ireland","Female","1050","175","0.168"
"2023","All","All","Northern Ireland","Female","870","125","0.146"
"2019","All","All","England","Female","23585","5735","0.243"
"2020","All","All","England","Female","24220","6755","0.279"
"2021","All","All","England","Female","31360","7265","0.232"
"2022","All","All","England","Female","29120","6305","0.217"
"2023","All","All","England","Female","23000","6675","0.29"
"2019","All","All","Scotland","Female","1910","375","0.196"
"2020","All","All","Scotland","Female","2020","405","0.201"
"2021","All","All","Scotland","Female","2720","365","0.135"
"2022","All","All","Scotland","Female","2245","355","0.159"
"2023","All","All","Scotland","Female","1555","370","0.23700000000000002"
"2019","All","All","Wales","Female","1750","235","0.133"
"2020","All","All","Wales","Female","1760","290","0.166"
"2021","All","All","Wales","Female","2455","320","0.13"
"2022","All","All","Wales","Female","1830","330","0.179"
"2023","All","All","Wales","Female","1385","320","0.232"
"2019","All","All","Not EU","Female","260","35","0.135"
"2020","All","All","Not EU","Female","225","30","0.133"
"2021","All","All","Not EU","Female","350","40","0.114"
"2022","All","All","Not EU","Female","400","40","0.098"
"2023","All","All","Not EU","Female","325","60","0.188"
"2019","All","All","EU (excluding UK)","Female","510","40","0.078"
"2020","All","All","EU (excluding UK)","Female","540","60","0.111"
"2021","All","All","EU (excluding UK)","Female","540","40","0.074"
"2022","All","All","EU (excluding UK)","Female","515","30","0.058"
"2023","All","All","EU (excluding UK)","Female","350","50","0.149"
"2019","All","All","Northern Ireland","Male","5","0"," "
"2020","All","All","Northern Ireland","Male","5","0"," "
"2021","All","All","Northern Ireland","Male","5","0"," "
"2022","All","All","Northern Ireland","Male","5","0"," "
"2023","All","All","Northern Ireland","Male","5","0"," "
"2019","All","All","England","Male","60","15","0.267"
"2020","All","All","England","Male","45","15","0.289"
"2021","All","All","England","Male","115","25","0.209"
"2022","All","All","England","Male","105","15","0.152"
"2023","All","All","England","Male","65","15","0.231"
"2019","All","All","Scotland","Male","5","0"," "
"2020","All","All","Scotland","Male","5","0"," "
"2021","All","All","Scotland","Male","10","0"," "
"2022","All","All","Scotland","Male","5","5"," "
"2023","All","All","Scotland","Male","5","0"," "
"2019","All","All","Wales","Male","5","0"," "
"2020","All","All","Wales","Male","5","0"," "
"2022","All","All","Wales","Male","5","0"," "
"2023","All","All","Wales","Male","15","5"," "
"2020","All","All","Not EU","Male","5","0"," "
"2021","All","All","Not EU","Male","5","0"," "
"2022","All","All","Not EU","Male","15","0"," "
"2023","All","All","Not EU","Male","15","0"," "
"2019","All","All","EU (excluding UK)","Male","5","0"," "
"2020","All","All","EU (excluding UK)","Male","15","0"," "
"2021","All","All","EU (excluding UK)","Male","10","0"," "
"2023","All","All","EU (excluding UK)","Male","5","0"," "
"2019","England","17 and under","All","Female","45","0"," "
"2020","England","17 and under","All","Female","45","5"," "
"2021","England","17 and under","All","Female","45","5"," "
"2022","England","17 and under","All","Female","25","0"," "
"2023","England","17 and under","All","Female","45","5"," "
"2020","Northern Ireland","17 and under","All","Female","5","0"," "
"2021","Northern Ireland","17 and under","All","Female","10","0"," "
"2022","Northern Ireland","17 and under","All","Female","5","0"," "
"2023","Northern Ireland","17 and under","All","Female","10","0"," "
"2019","Scotland","17 and under","All","Female","30","0"," "
"2020","Scotland","17 and under","All","Female","35","5"," "
"2021","Scotland","17 and under","All","Female","40","5"," "
"2022","Scotland","17 and under","All","Female","55","5"," "
"2023","Scotland","17 and under","All","Female","20","5"," "
"2020","Wales","17 and under","All","Female","5","0"," "
"2022","Wales","17 and under","All","Female","5","0"," "
"2019","England","18","All","Female","8095","1945","0.24"
"2020","England","18","All","Female","8655","2460","0.28400000000000003"
"2021","England","18","All","Female","10485","2195","0.209"
"2022","England","18","All","Female","10975","2225","0.203"
"2023","England","18","All","Female","9265","2915","0.315"
"2019","Northern Ireland","18","All","Female","190","10"," "
"2020","Northern Ireland","18","All","Female","220","30","0.127"
"2021","Northern Ireland","18","All","Female","290","35","0.124"
"2022","Northern Ireland","18","All","Female","345","55","0.157"
"2023","Northern Ireland","18","All","Female","315","45","0.146"
"2019","Scotland","18","All","Female","770","145","0.19"
"2020","Scotland","18","All","Female","670","125","0.19"
"2021","Scotland","18","All","Female","930","100","0.11"
"2022","Scotland","18","All","Female","790","110","0.139"
"2023","Scotland","18","All","Female","560","100","0.18"
"2019","Wales","18","All","Female","560","35","0.063"
"2020","Wales","18","All","Female","665","40","0.06"
"2021","Wales","18","All","Female","1000","75","0.074"
"2022","Wales","18","All","Female","855","65","0.077"
"2023","Wales","18","All","Female","645","110","0.171"
"2019","England","19","All","Female","3240","675","0.20800000000000002"
"2020","England","19","All","Female","3070","710","0.231"
"2021","England","19","All","Female","3765","665","0.176"
"2022","England","19","All","Female","3505","555","0.159"
"2023","England","19","All","Female","2770","695","0.252"
"2019","Northern Ireland","19","All","Female","80","5"," "
"2020","Northern Ireland","19","All","Female","70","10","0.14300000000000002"
"2021","Northern Ireland","19","All","Female","105","10","0.105"
"2022","Northern Ireland","19","All","Female","110","15","0.11800000000000001"
"2023","Northern Ireland","19","All","Female","100","5"," "
"2019","Scotland","19","All","Female","255","45","0.169"
"2020","Scotland","19","All","Female","235","45","0.187"
"2021","Scotland","19","All","Female","285","20","0.074"
"2022","Scotland","19","All","Female","245","30","0.11800000000000001"
"2023","Scotland","19","All","Female","230","50","0.217"
"2019","Wales","19","All","Female","270","15","0.056"
"2020","Wales","19","All","Female","270","15","0.048"
"2021","Wales","19","All","Female","355","10","0.034"
"2022","Wales","19","All","Female","225","20","0.084"
"2023","Wales","19","All","Female","170","15","0.1"
"2019","England","20","All","Female","1780","370","0.20700000000000002"
"2020","England","20","All","Female","1675","395","0.23500000000000001"
"2021","England","20","All","Female","1980","355","0.18"
"2022","England","20","All","Female","1955","310","0.16"
"2023","England","20","All","Female","1595","380","0.23800000000000002"
"2019","Northern Ireland","20","All","Female","35","0"," "
"2020","Northern Ireland","20","All","Female","30","5"," "
"2021","Northern Ireland","20","All","Female","40","5"," "
"2022","Northern Ireland","20","All","Female","50","5"," "
"2023","Northern Ireland","20","All","Female","40","5"," "
"2019","Scotland","20","All","Female","155","20","0.116"
"2020","Scotland","20","All","Female","120","15","0.133"
"2021","Scotland","20","All","Female","160","15","0.094"
"2022","Scotland","20","All","Female","165","30","0.176"
"2023","Scotland","20","All","Female","95","15","0.168"
"2019","Wales","20","All","Female","145","10"," "
"2020","Wales","20","All","Female","105","10"," "
"2021","Wales","20","All","Female","175","10"," "
"2022","Wales","20","All","Female","135","10","0.074"
"2023","Wales","20","All","Female","100","10","0.11"
"2019","England","21 - 24","All","Female","3920","980","0.25"
"2020","England","21 - 24","All","Female","3730","1040","0.278"
"2021","England","21 - 24","All","Female","4850","1185","0.244"
"2022","England","21 - 24","All","Female","4025","800","0.198"
"2023","England","21 - 24","All","Female","2895","705","0.244"
"2019","Northern Ireland","21 - 24","All","Female","80","5"," "
"2020","Northern Ireland","21 - 24","All","Female","80","15","0.2"
"2021","Northern Ireland","21 - 24","All","Female","125","15","0.12"
"2022","Northern Ireland","21 - 24","All","Female","85","5"," "
"2023","Northern Ireland","21 - 24","All","Female","85","10"," "
"2019","Scotland","21 - 24","All","Female","345","55","0.154"
"2020","Scotland","21 - 24","All","Female","425","75","0.181"
"2021","Scotland","21 - 24","All","Female","440","60","0.14100000000000001"
"2022","Scotland","21 - 24","All","Female","385","60","0.151"
"2023","Scotland","21 - 24","All","Female","265","55","0.211"
"2019","Wales","21 - 24","All","Female","415","50","0.116"
"2020","Wales","21 - 24","All","Female","355","40","0.115"
"2021","Wales","21 - 24","All","Female","410","35","0.09"
"2022","Wales","21 - 24","All","Female","260","30","0.115"
"2023","Wales","21 - 24","All","Female","210","30","0.152"
"2019","England","25 - 29","All","Female","3240","890","0.274"
"2020","England","25 - 29","All","Female","3175","990","0.312"
"2021","England","25 - 29","All","Female","4410","1210","0.275"
"2022","England","25 - 29","All","Female","3655","970","0.265"
"2023","England","25 - 29","All","Female","2430","715","0.294"
"2019","Northern Ireland","25 - 29","All","Female","85","15","0.176"
"2020","Northern Ireland","25 - 29","All","Female","75","15","0.227"
"2021","Northern Ireland","25 - 29","All","Female","100","20","0.2"
"2022","Northern Ireland","25 - 29","All","Female","65","15","0.2"
"2023","Northern Ireland","25 - 29","All","Female","50","10"," "
"2019","Scotland","25 - 29","All","Female","300","55","0.177"
"2020","Scotland","25 - 29","All","Female","385","70","0.177"
"2021","Scotland","25 - 29","All","Female","545","80","0.15"
"2022","Scotland","25 - 29","All","Female","345","60","0.168"
"2023","Scotland","25 - 29","All","Female","210","45","0.20500000000000002"
"2019","Wales","25 - 29","All","Female","285","25","0.095"
"2020","Wales","25 - 29","All","Female","275","55","0.2"
"2021","Wales","25 - 29","All","Female","455","55","0.116"
"2022","Wales","25 - 29","All","Female","280","45","0.154"
"2023","Wales","25 - 29","All","Female","195","50","0.246"
"2019","England","30 - 34","All","Female","1830","525","0.28600000000000003"
"2020","England","30 - 34","All","Female","2115","670","0.318"
"2021","England","30 - 34","All","Female","3180","970","0.304"
"2022","England","30 - 34","All","Female","2795","830","0.296"
"2023","England","30 - 34","All","Female","2010","630","0.313"
"2019","Northern Ireland","30 - 34","All","Female","55","10"," "
"2020","Northern Ireland","30 - 34","All","Female","55","10","0.218"
"2021","Northern Ireland","30 - 34","All","Female","75","20","0.28"
"2022","Northern Ireland","30 - 34","All","Female","65","15","0.246"
"2023","Northern Ireland","30 - 34","All","Female","60","15","0.217"
"2019","Scotland","30 - 34","All","Female","170","40","0.229"
"2020","Scotland","30 - 34","All","Female","225","40","0.182"
"2021","Scotland","30 - 34","All","Female","270","45","0.163"
"2022","Scotland","30 - 34","All","Female","225","35","0.164"
"2023","Scotland","30 - 34","All","Female","150","40","0.273"
"2019","Wales","30 - 34","All","Female","190","25","0.132"
"2020","Wales","30 - 34","All","Female","200","35","0.165"
"2021","Wales","30 - 34","All","Female","245","35","0.139"
"2022","Wales","30 - 34","All","Female","220","35","0.159"
"2023","Wales","30 - 34","All","Female","160","45","0.275"
"2019","England","35 and over","All","Female","1960","535","0.274"
"2020","England","35 and over","All","Female","2265","710","0.314"
"2021","England","35 and over","All","Female","3195","880","0.275"
"2022","England","35 and over","All","Female","2830","815","0.289"
"2023","England","35 and over","All","Female","2430","800","0.328"
"2019","Northern Ireland","35 and over","All","Female","80","15","0.188"
"2020","Northern Ireland","35 and over","All","Female","40","10","0.3"
"2021","Northern Ireland","35 and over","All","Female","65","10","0.169"
"2022","Northern Ireland","35 and over","All","Female","75","15","0.2"
"2023","Northern Ireland","35 and over","All","Female","55","10"," "
"2019","Scotland","35 and over","All","Female","200","40","0.2"
"2020","Scotland","35 and over","All","Female","225","50","0.231"
"2021","Scotland","35 and over","All","Female","320","35","0.10300000000000001"
"2022","Scotland","35 and over","All","Female","255","45","0.176"
"2023","Scotland","35 and over","All","Female","190","50","0.258"
"2019","Wales","35 and over","All","Female","120","15","0.14200000000000002"
"2020","Wales","35 and over","All","Female","145","25","0.159"
"2021","Wales","35 and over","All","Female","185","25","0.135"
"2022","Wales","35 and over","All","Female","145","35","0.248"
"2023","Wales","35 and over","All","Female","135","40","0.289"
"2020","England","17 and under","All","Male","5","0"," "
"2021","England","17 and under","All","Male","5","0"," "
"2019","England","18","All","Male","15","5"," "
"2020","England","18","All","Male","10","0"," "
"2021","England","18","All","Male","30","10"," "
"2022","England","18","All","Male","45","5"," "
"2023","England","18","All","Male","25","10"," "
"2023","Northern Ireland","18","All","Male","5","0"," "
"2019","Scotland","18","All","Male","5","0"," "
"2021","Scotland","18","All","Male","5","0"," "
"2021","Wales","18","All","Male","5","0"," "
"2022","Wales","18","All","Male","5","0"," "
"2023","Wales","18","All","Male","5","0"," "
"2021","England","19","All","Male","5","0"," "
"2022","England","19","All","Male","10","0"," "
"2023","Scotland","19","All","Male","5","0"," "
"2020","England","20","All","Male","5","0"," "
"2021","England","20","All","Male","10","0"," "
"2023","England","20","All","Male","10","0"," "
"2019","England","21 - 24","All","Male","5","0"," "
"2020","England","21 - 24","All","Male","15","5"," "
"2021","England","21 - 24","All","Male","10","0"," "
"2022","England","21 - 24","All","Male","15","0"," "
"2023","England","21 - 24","All","Male","15","0"," "
"2020","Scotland","21 - 24","All","Male","5","0"," "
"2021","Scotland","21 - 24","All","Male","5","0"," "
"2022","Scotland","21 - 24","All","Male","5","5"," "
"2019","Wales","21 - 24","All","Male","5","0"," "
"2019","England","25 - 29","All","Male","15","5"," "
"2020","England","25 - 29","All","Male","10","5"," "
"2021","England","25 - 29","All","Male","30","5"," "
"2022","England","25 - 29","All","Male","10","5"," "
"2023","England","25 - 29","All","Male","10","5"," "
"2020","Scotland","25 - 29","All","Male","10","0"," "
"2023","Wales","25 - 29","All","Male","5","0"," "
"2019","England","30 - 34","All","Male","15","5"," "
"2021","England","30 - 34","All","Male","15","5"," "
"2022","England","30 - 34","All","Male","20","5"," "
"2023","England","30 - 34","All","Male","10","5"," "
"2019","England","35 and over","All","Male","10","5"," "
"2020","England","35 and over","All","Male","10","5"," "
"2021","England","35 and over","All","Male","15","0"," "
"2022","England","35 and over","All","Male","15","0"," "
"2023","England","35 and over","All","Male","20","0"," "
"2019","Northern Ireland","35 and over","All","Male","5","0"," "
"2021","Scotland","35 and over","All","Male","5","0"," "
"2020","Wales","35 and over","All","Male","5","0"," "
"2023","Wales","35 and over","All","Male","5","0"," "
"2019","All","17 and under","All","Female","80","5"," "
"2020","All","17 and under","All","Female","90","5"," "
"2021","All","17 and under","All","Female","95","10","0.105"
"2022","All","17 and under","All","Female","90","5"," "
"2023","All","17 and under","All","Female","75","10","0.16"
"2019","All","18","All","Female","9615","2135","0.222"
"2020","All","18","All","Female","10215","2655","0.26"
"2021","All","18","All","Female","12710","2410","0.189"
"2022","All","18","All","Female","12970","2455","0.189"
"2023","All","18","All","Female","10780","3175","0.294"
"2019","All","19","All","Female","3845","740","0.192"
"2020","All","19","All","Female","3640","775","0.213"
"2021","All","19","All","Female","4505","710","0.157"
"2022","All","19","All","Female","4080","620","0.151"
"2023","All","19","All","Female","3275","770","0.23500000000000001"
"2019","All","20","All","Female","2110","395","0.187"
"2020","All","20","All","Female","1930","420","0.218"
"2021","All","20","All","Female","2360","385","0.162"
"2022","All","20","All","Female","2310","355","0.154"
"2023","All","20","All","Female","1825","410","0.225"
"2019","All","21 - 24","All","Female","4760","1090","0.229"
"2020","All","21 - 24","All","Female","4590","1170","0.255"
"2021","All","21 - 24","All","Female","5825","1295","0.223"
"2022","All","21 - 24","All","Female","4760","895","0.188"
"2023","All","21 - 24","All","Female","3455","800","0.232"
"2019","All","25 - 29","All","Female","3910","985","0.251"
"2020","All","25 - 29","All","Female","3905","1130","0.289"
"2021","All","25 - 29","All","Female","5510","1365","0.248"
"2022","All","25 - 29","All","Female","4345","1080","0.249"
"2023","All","25 - 29","All","Female","2885","815","0.28200000000000003"
"2019","All","30 - 34","All","Female","2245","595","0.265"
"2020","All","30 - 34","All","Female","2595","760","0.292"
"2021","All","30 - 34","All","Female","3770","1065","0.28300000000000003"
"2022","All","30 - 34","All","Female","3305","915","0.277"
"2023","All","30 - 34","All","Female","2380","730","0.306"
"2019","All","35 and over","All","Female","2360","610","0.258"
"2020","All","35 and over","All","Female","2670","800","0.299"
"2021","All","35 and over","All","Female","3765","950","0.252"
"2022","All","35 and over","All","Female","3305","915","0.276"
"2023","All","35 and over","All","Female","2810","895","0.319"
"2020","All","17 and under","All","Male","5","0"," "
"2021","All","17 and under","All","Male","5","0"," "
"2019","All","18","All","Male","20","10"," "
"2020","All","18","All","Male","10","0"," "
"2021","All","18","All","Male","40","10"," "
"2022","All","18","All","Male","50","5"," "
"2023","All","18","All","Male","30","10","0.333"
"2021","All","19","All","Male","5","0"," "
"2022","All","19","All","Male","10","0"," "
"2023","All","19","All","Male","5","0"," "
"2020","All","20","All","Male","5","0"," "
"2021","All","20","All","Male","10","0"," "
"2023","All","20","All","Male","10","0"," "
"2019","All","21 - 24","All","Male","10","0"," "
"2020","All","21 - 24","All","Male","20","5"," "
"2021","All","21 - 24","All","Male","15","0"," "
"2022","All","21 - 24","All","Male","25","5"," "
"2023","All","21 - 24","All","Male","15","0"," "
"2019","All","25 - 29","All","Male","15","5"," "
"2020","All","25 - 29","All","Male","20","5"," "
"2021","All","25 - 29","All","Male","30","5"," "
"2022","All","25 - 29","All","Male","15","5"," "
"2023","All","25 - 29","All","Male","15","5"," "
"2019","All","30 - 34","All","Male","15","5"," "
"2021","All","30 - 34","All","Male","15","5"," "
"2022","All","30 - 34","All","Male","20","5"," "
"2023","All","30 - 34","All","Male","10","5"," "
"2019","All","35 and over","All","Male","15","5"," "
"2020","All","35 and over","All","Male","15","5"," "
"2021","All","35 and over","All","Male","20","5"," "
"2022","All","35 and over","All","Male","15","0"," "
"2023","All","35 and over","All","Male","25","0"," "
"2019","England","All","All","Female","24110","5920","0.245"
"2020","England","All","All","Female","24725","6980","0.28200000000000003"
"2021","England","All","All","Female","31910","7465","0.234"
"2022","England","All","All","Female","29770","6505","0.219"
"2023","England","All","All","Female","23435","6845","0.292"
"2019","Northern Ireland","All","All","Female","605","60","0.10200000000000001"
"2020","Northern Ireland","All","All","Female","580","100","0.169"
"2021","Northern Ireland","All","All","Female","810","120","0.146"
"2022","Northern Ireland","All","All","Female","805","125","0.153"
"2023","Northern Ireland","All","All","Female","720","95","0.133"
"2019","Scotland","All","All","Female","2225","395","0.177"
"2020","Scotland","All","All","Female","2320","430","0.185"
"2021","Scotland","All","All","Female","2995","365","0.121"
"2022","Scotland","All","All","Female","2465","370","0.15"
"2023","Scotland","All","All","Female","1720","360","0.21"
"2019","Wales","All","All","Female","1990","175","0.088"
"2020","Wales","All","All","Female","2020","215","0.105"
"2021","Wales","All","All","Female","2825","245","0.08600000000000001"
"2022","Wales","All","All","Female","2125","240","0.112"
"2023","Wales","All","All","Female","1610","300","0.187"
"2019","England","All","All","Male","65","15","0.246"
"2020","England","All","All","Male","55","15","0.255"
"2021","England","All","All","Male","115","25","0.209"
"2022","England","All","All","Male","115","15","0.13"
"2023","England","All","All","Male","85","15","0.2"
"2019","Northern Ireland","All","All","Male","5","0"," "
"2021","Northern Ireland","All","All","Male","5","0"," "
"2022","Northern Ireland","All","All","Male","5","0"," "
"2023","Northern Ireland","All","All","Male","10","0"," "
"2019","Scotland","All","All","Male","5","0"," "
"2020","Scotland","All","All","Male","10","0"," "
"2021","Scotland","All","All","Male","15","5"," "
"2022","Scotland","All","All","Male","10","5"," "
"2023","Scotland","All","All","Male","5","0"," "
"2019","Wales","All","All","Male","5","0"," "
"2020","Wales","All","All","Male","5","0"," "
"2021","Wales","All","All","Male","5","0"," "
"2022","Wales","All","All","Male","10","0"," "
"2023","Wales","All","All","Male","10","5"," "
"2019","All","All","All","Female","28925","6550","0.226"
"2020","All","All","All","Female","29640","7720","0.26"
"2021","All","All","All","Female","38545","8190","0.212"
"2022","All","All","All","Female","35165","7235","0.20600000000000002"
"2023","All","All","All","Female","27485","7605","0.277"
"2019","All","All","All","Male","80","20","0.23700000000000002"
"2020","All","All","All","Male","75","15","0.2"
"2021","All","All","All","Male","140","25","0.193"
"2022","All","All","All","Male","135","20","0.14100000000000001"
"2023","All","All","All","Male","110","20","0.2"
"2023","England","17 and under","Northern Ireland","All","5","0"," "
"2021","Northern Ireland","17 and under","Northern Ireland","All","5","0"," "
"2019","England","18","Northern Ireland","All","145","25","0.179"
"2020","England","18","Northern Ireland","All","175","50","0.274"
"2021","England","18","Northern Ireland","All","205","25","0.122"
"2022","England","18","Northern Ireland","All","200","30","0.16"
"2023","England","18","Northern Ireland","All","135","35","0.244"
"2019","Northern Ireland","18","Northern Ireland","All","160","10"," "
"2020","Northern Ireland","18","Northern Ireland","All","185","25","0.135"
"2021","Northern Ireland","18","Northern Ireland","All","245","35","0.14300000000000002"
"2022","Northern Ireland","18","Northern Ireland","All","275","50","0.189"
"2023","Northern Ireland","18","Northern Ireland","All","250","35","0.14"
"2019","Scotland","18","Northern Ireland","All","35","5"," "
"2020","Scotland","18","Northern Ireland","All","35","5"," "
"2021","Scotland","18","Northern Ireland","All","50","0"," "
"2022","Scotland","18","Northern Ireland","All","40","5"," "
"2023","Scotland","18","Northern Ireland","All","35","5"," "
"2019","Wales","18","Northern Ireland","All","25","0"," "
"2020","Wales","18","Northern Ireland","All","20","5"," "
"2021","Wales","18","Northern Ireland","All","30","0"," "
"2022","Wales","18","Northern Ireland","All","35","5"," "
"2023","Wales","18","Northern Ireland","All","25","0"," "
"2019","England","19","Northern Ireland","All","65","10","0.169"
"2020","England","19","Northern Ireland","All","35","5"," "
"2021","England","19","Northern Ireland","All","60","5"," "
"2022","England","19","Northern Ireland","All","45","10"," "
"2023","England","19","Northern Ireland","All","30","5"," "
"2019","Northern Ireland","19","Northern Ireland","All","60","5"," "
"2020","Northern Ireland","19","Northern Ireland","All","65","10","0.154"
"2021","Northern Ireland","19","Northern Ireland","All","80","10","0.125"
"2022","Northern Ireland","19","Northern Ireland","All","80","15","0.163"
"2023","Northern Ireland","19","Northern Ireland","All","70","5"," "
"2019","Scotland","19","Northern Ireland","All","10","5"," "
"2020","Scotland","19","Northern Ireland","All","10","0"," "
"2021","Scotland","19","Northern Ireland","All","10","0"," "
"2022","Scotland","19","Northern Ireland","All","5","0"," "
"2023","Scotland","19","Northern Ireland","All","5","0"," "
"2019","Wales","19","Northern Ireland","All","10","0"," "
"2020","Wales","19","Northern Ireland","All","5","0"," "
"2021","Wales","19","Northern Ireland","All","5","0"," "
"2022","Wales","19","Northern Ireland","All","5","0"," "
"2023","Wales","19","Northern Ireland","All","5","0"," "
"2019","England","20","Northern Ireland","All","15","5"," "
"2020","England","20","Northern Ireland","All","10","0"," "
"2021","England","20","Northern Ireland","All","5","0"," "
"2022","England","20","Northern Ireland","All","20","0"," "
"2023","England","20","Northern Ireland","All","20","5"," "
"2019","Northern Ireland","20","Northern Ireland","All","30","0"," "
"2020","Northern Ireland","20","Northern Ireland","All","25","5"," "
"2021","Northern Ireland","20","Northern Ireland","All","30","5"," "
"2022","Northern Ireland","20","Northern Ireland","All","35","5"," "
"2023","Northern Ireland","20","Northern Ireland","All","35","5"," "
"2019","Scotland","20","Northern Ireland","All","5","0"," "
"2022","Scotland","20","Northern Ireland","All","5","0"," "
"2023","Scotland","20","Northern Ireland","All","5","0"," "
"2019","Wales","20","Northern Ireland","All","5","0"," "
"2019","England","21 - 24","Northern Ireland","All","30","10"," "
"2020","England","21 - 24","Northern Ireland","All","35","10","0.314"
"2021","England","21 - 24","Northern Ireland","All","25","5"," "
"2022","England","21 - 24","Northern Ireland","All","20","0"," "
"2023","England","21 - 24","Northern Ireland","All","15","0"," "
"2019","Northern Ireland","21 - 24","Northern Ireland","All","65","5"," "
"2020","Northern Ireland","21 - 24","Northern Ireland","All","65","15","0.231"
"2021","Northern Ireland","21 - 24","Northern Ireland","All","100","15","0.15"
"2022","Northern Ireland","21 - 24","Northern Ireland","All","70","5"," "
"2023","Northern Ireland","21 - 24","Northern Ireland","All","65","5"," "
"2019","Scotland","21 - 24","Northern Ireland","All","10","0"," "
"2020","Scotland","21 - 24","Northern Ireland","All","10","0"," "
"2021","Scotland","21 - 24","Northern Ireland","All","10","0"," "
"2022","Scotland","21 - 24","Northern Ireland","All","5","0"," "
"2023","Scotland","21 - 24","Northern Ireland","All","5","0"," "
"2020","Wales","21 - 24","Northern Ireland","All","5","0"," "
"2021","Wales","21 - 24","Northern Ireland","All","5","0"," "
"2022","Wales","21 - 24","Northern Ireland","All","5","5"," "
"2019","England","25 - 29","Northern Ireland","All","20","5"," "
"2020","England","25 - 29","Northern Ireland","All","10","0"," "
"2021","England","25 - 29","Northern Ireland","All","10","5"," "
"2022","England","25 - 29","Northern Ireland","All","5","0"," "
"2023","England","25 - 29","Northern Ireland","All","5","0"," "
"2019","Northern Ireland","25 - 29","Northern Ireland","All","75","15","0.2"
"2020","Northern Ireland","25 - 29","Northern Ireland","All","70","15","0.243"
"2021","Northern Ireland","25 - 29","Northern Ireland","All","85","20","0.23500000000000001"
"2022","Northern Ireland","25 - 29","Northern Ireland","All","60","15","0.217"
"2023","Northern Ireland","25 - 29","Northern Ireland","All","45","5"," "
"2019","Scotland","25 - 29","Northern Ireland","All","10","0"," "
"2020","Scotland","25 - 29","Northern Ireland","All","5","0"," "
"2021","Scotland","25 - 29","Northern Ireland","All","5","0"," "
"2019","Wales","25 - 29","Northern Ireland","All","5","0"," "
