"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","Male","Main scheme applicant","Not main scheme application","110","95","0.857","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","18","England","Male","Main scheme applicant","Not main scheme application","15","10","0.625","0"
"2023","I'm currently seeking asylum in the UK","18","Wales","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","England","Male","Main scheme applicant","Not main scheme application","295","275","0.929","0"
"2023","Not declared","18","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","18","Wales","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","No","19","Northern Ireland","Male","Main scheme applicant","Not main scheme application","85","75","0.839","0"
"2023","No","19","England","Male","Main scheme applicant","Not main scheme application","3525","3115","0.883","0"
"2023","No","19","Scotland","Male","Main scheme applicant","Not main scheme application","140","105","0.732","0"
"2023","No","19","Wales","Male","Main scheme applicant","Not main scheme application","100","90","0.9390000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","Male","Main scheme applicant","Not main scheme application","65","55","0.864","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","Male","Main scheme applicant","Not main scheme application","50","40","0.8","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","19","England","Male","Main scheme applicant","Not main scheme application","105","90","0.865","0"
"2023","Not declared","19","Scotland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","19","Wales","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","No","20","Northern Ireland","Male","Main scheme applicant","Not main scheme application","35","25","0.6970000000000001","0"
"2023","No","20","England","Male","Main scheme applicant","Not main scheme application","1075","900","0.835","0"
"2023","No","20","Scotland","Male","Main scheme applicant","Not main scheme application","60","45","0.733","0"
"2023","No","20","Wales","Male","Main scheme applicant","Not main scheme application","40","35","0.872","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","Male","Main scheme applicant","Not main scheme application","30","25","0.844","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","Male","Main scheme applicant","Not main scheme application","25","20","0.741","0"
"2023","I'm currently seeking asylum in the UK","20","England","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","20","England","Male","Main scheme applicant","Not main scheme application","35","30","0.757","0"
"2023","No","21 - 24","Northern Ireland","Male","Main scheme applicant","Not main scheme application","30","25","0.781","0"
"2023","No","21 - 24","England","Male","Main scheme applicant","Not main scheme application","1105","870","0.79","0"
"2023","No","21 - 24","Scotland","Male","Main scheme applicant","Not main scheme application","115","85","0.709","0"
"2023","No","21 - 24","Wales","Male","Main scheme applicant","Not main scheme application","35","30","0.811","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","Male","Main scheme applicant","Not main scheme application","40","30","0.718","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","Male","Main scheme applicant","Not main scheme application","35","25","0.75","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","Male","Main scheme applicant","Not main scheme application","35","25","0.794","0"
"2023","Not declared","21 - 24","Scotland","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","No","25 - 29","Northern Ireland","Male","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","No","25 - 29","England","Male","Main scheme applicant","Not main scheme application","330","240","0.733","0"
"2023","No","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","50","35","0.686","0"
"2023","No","25 - 29","Wales","Male","Main scheme applicant","Not main scheme application","20","20","0.8180000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","Male","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","Male","Main scheme applicant","Not main scheme application","10","0"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","Male","Main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2023","No","30 - 34","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","No","30 - 34","England","Male","Main scheme applicant","Not main scheme application","150","85","0.588","0"
"2023","No","30 - 34","Scotland","Male","Main scheme applicant","Not main scheme application","20","10","0.5","0"
"2023","No","30 - 34","Wales","Male","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","Male","Main scheme applicant","Not main scheme application","20","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","Male","Main scheme applicant","Not main scheme application","10","5"," ","0"
